id,account_age_days,followers_count,following_count,post_frequency_per_day,avg_word_count_per_post,avg_hashtags_per_post,avg_sentiment_score,reply_to_post_ratio,urls_per_post_ratio,bio_complexity_score,label
u3712323106788984606,1243.0,405.0,0.0,6.0,27.0,0.0,-0.48,0.55,0.48,0.76,0
u9378392086003860027,978.0,-824.1787673525962,-555.0937658262396,7.62,35.0,1.0,0.95,0.6,0.0287438338068349,0.5245575000226838,0
u2382298931784544286,488.0,1840.0,-919.4550997894166,0.16,40.2577458055318,0.0,0.47,0.58,0.16,0.65,0
u4893358920736859934,393.0,437.0,1020.0,24.57597143488596,3.5229065077113253,0.0,-0.26,0.0,0.33,0.65,0
u9924022263451491596,1521.0,1523.0,1562.0,4.36,19.0,1.0,-0.04,0.0,0.24,0.75,0
u7150654804444151779,1689.6205980056152,332.0145195207956,23.0,2.74,12.0,0.0,0.8463887893181058,0.3,0.15,0.4673959178693931,0
u5525570100235339891,2870.0,5189.0,2225.0,131.47,12.607925621170374,4.0,-1.08,0.76,0.32,0.81,0
u5230141311093175321,1629.2290088891637,2746.0,1931.0,3.19,8.0,0.0,-0.1642841605730127,0.42,0.3707602952293165,0.63,0
u6848363656409150763,1547.043645639063,0.0,4511.0,102.08,61.0,0.0,0.52,0.95,0.64,0.31,1
u2577868428551668996,2492.2534828402686,0.0,924.0,10.53,23.0,3.0,0.08,0.32,0.54,0.26,0
u1231527393877775806,1914.0,828.0,2266.166128290424,3.45,9.0,3.0,0.5314060357873845,0.3812463211092222,0.33,0.1546105920650054,0
u7551710614114113302,2071.0,3069.0,-8.604162389512634,4.36,30.0,3.0,-0.57,0.8387477633743585,0.01,0.01,0
u9231306257898040691,3264.0,2509.0,636.0,6.29,11.0,0.0,0.34,0.52,0.28,0.82,0
u1021409205289018813,36.02423849660244,154.0,5581.0,19.0,47.0,6.0,0.9056751407812016,0.47,0.66,0.35,1
u8788816569362147270,2460.0,153.0,4946.0,142.07,48.0,4.0,-2.01,0.36,0.6170544160221042,0.2,1
u8948512934524153761,1265.0,0.0,0.0,29.51,4.0,6.0,0.12,0.927622337750734,0.76,0.81,1
u7562911288612243038,2054.945166178911,0.0,1948.0,5.21,32.0,0.0,1.11,0.3,0.01,0.67,0
u1852750583117553861,1504.0,2272.0,1413.3045081129485,2.4393180963115206,17.0,3.0,-0.88,0.41,0.7,0.6,0
u1812990769689001654,1235.0,-2236.497665192342,5063.0,95.84,54.0,7.0,1.6813464734233428,0.69,0.43,0.58,1
u9945542386963556330,2583.0,5974.0,1349.4806960851863,6.75,33.0,0.0,-0.33,0.91,0.16,0.59,0
u8894281624902239126,1344.0,0.0,5706.109338379257,82.46,9.0,5.0,-0.32,1.59,0.5005732443813091,0.67,1
u7310387251615950221,1126.0,27199.03937621721,7545.0,114.68,9.0,1.0,1.28,1.0,0.88,0.24,1
u1627644184973542579,2118.0,190.0,4357.0,41.07,35.0,5.0,0.36,0.92,0.9,0.41,1
u4176528243327558593,1334.0,-413.5962693302024,2617.0,0.0,50.0,3.976656333160528,1.21,0.25,0.652138757969807,0.9688572895756152,1
u6015740574236345693,2323.606795825217,0.0,1197.6183600584864,5.73,7.0,2.0,0.19,0.62,0.42,0.0,0
u8703587645774561542,886.0157792448622,532.0,1085.567735682111,0.0,26.0,0.0,0.34,0.0,0.2591948162716128,0.72,0
u3087182161277417857,3690.206572876289,960.0,1843.0,0.61,35.33067404098903,0.0,0.99,0.0,0.52,0.59,0
u4830075412697538572,197.0,189.0,5415.0,43.18,16.201891756089072,4.0,-0.4,1.4,0.8037450589579784,0.22,1
u2119619902425173357,-67.15175184963553,22093.0,5223.0,185.09,9.0,4.483210352693477,-1.18,1.14,0.45,0.24,1
u6939871131982168296,1553.0,3801.0,809.5467889780933,28.83675742092165,15.0,0.0,1.34,0.4,0.5181201368484213,0.79,0
u5001151453893333879,137.0,149.0,0.0,8.67,12.0,3.0,-0.27,0.1436782623123817,0.07,0.66,0
u6825364147213027674,784.0,34502.0,4372.0,70.4,42.620132656036446,5.0,0.04,1.19,0.6831250561593041,0.3828774399372673,1
u5413141899207864621,695.0,171.0,6034.0,54.39,9.0,0.0,1.29,0.614675688904802,0.69,0.140744957677551,1
u1566312332875626714,2224.0,-1028.1949938648563,625.0,9.63,18.0,2.0,0.99,0.7824484612462164,0.62,0.48,0
u5891833077362695838,1675.0,1074.0,1910.0,6.12,12.0,1.8167986421017093,0.37,0.63,0.32,0.34,0
u6132630258859977001,526.0,229.0,3402.0,115.45252543245908,6.0,4.0,-0.5568171330648882,0.86,0.55,0.29,1
u3573428499846318632,729.0,2169.7572845310115,1859.0,48.62,25.0,3.0,1.169414371590249,0.85,0.74,0.3,1
u4975783840356986402,2163.0,1911.0,312.0,1.08,5.0,1.0,1.67,0.61,0.3,0.53,0
u5747953363712422939,1835.0,3716.0,863.0,3.03,27.0,1.8651516315422465,0.53,0.3252257088413326,0.43,0.53,0
u1429897268061366882,2445.0,-1289.686984103738,2385.600623091664,9.84,21.18742523900729,3.0,-0.48,0.96,0.08,0.5,0
u9910875361932087489,1440.0,4665.0,0.0,0.88,10.0,0.6057013674706601,0.01,0.25,0.35,0.33,1
u8571883046604232284,2863.0,959.0,302.0,7.33,0.0,0.0,0.9339366076295568,0.22,0.13,0.66,0
u9619718363209554324,1844.0,2949.0,1027.0,16.120566091215267,20.0,1.0,0.2573739972454354,0.76,0.908777061152809,0.59,0
u9437151605266765932,686.3442276484922,12300.0,5632.917503595663,91.62,5.925869188729543,1.0,-0.09,1.14,0.5991486768911535,0.32,1
u2942916536887703983,2236.396264512884,3600.0,1440.0,44.68844509126624,33.0,1.0,-0.22,0.3853867723465393,0.3416179022385508,0.58,0
u8936933584190293917,0.0,1290.6170359313076,6819.1663972543465,120.99406333479584,13.0,5.0,-0.4589973891566989,0.64,0.7097916270546125,0.72,1
u6362650258839398665,634.0,19770.0,5700.0,106.45851958790456,52.0,-0.1239209303038318,0.1742272987599546,1.05,0.5723651602012835,0.32,1
u8862901663867324873,511.0,31234.0,3705.198626610796,50.7,32.0,5.0,-1.96,1.17,0.71,0.6,1
u7459087886178857412,1493.0,16311.0,977.5192250148608,0.0,31.0,0.0,-0.57,0.3572122720470161,0.601651492044547,0.38,1
u9986588549250771070,25.0,0.0,675.0,131.42,33.0,4.0,-0.07,1.03,0.37,0.23,1
u5623847559055891890,2113.0,0.0,4200.0,56.4,23.496066846728795,0.0,-0.62,0.86,0.71,0.79,1
u9773250854523284464,1903.0,1805.0,0.0,4.42,25.0,1.0,0.772803259993936,0.2744040337050504,0.45,0.47,1
u5607174705058558747,2136.0,5631.0,2930.0,7.5,17.0,3.0,-0.36,0.44,0.24,0.5,0
u9259013392919925076,2463.0,5508.0,0.0,-38.94470453151676,8.0,2.0,0.12,0.91,0.51,0.7439588331757553,0
u1095868603680771124,445.7777603835997,244.0,4237.0,63.37482326235735,16.59036450045903,0.0,-0.96,0.43,0.96,0.34,1
u6971789387385889090,2887.359894557956,2970.0,0.0,5.37,17.0,1.0,-0.11,0.85,0.23,0.46,0
u5215861250047261905,944.0,12667.558932770176,7000.0,116.85,0.0,6.0,1.08,0.63,0.76,0.51,1
u5073641998005729737,-1.4394472455405936,9601.0,4421.0,26.52643398671473,42.0,2.0,0.09,0.62,0.78,0.4519880410746161,1
u8701876948382397974,1226.0,4835.0,826.0,-7.513245708999502,13.0,0.0,0.32,0.92,0.11,0.7072321507472366,0
u8126091179558072970,2854.896981607402,1576.0,0.0,6.71,22.0,1.0,-0.54,0.38,0.17,0.0,1
u3763617343325148367,1559.3554093328569,2819.0,79.0,6.8,19.0,3.0,1.09,0.48,0.53,0.4,0
u1019761524933931160,586.0,0.0,339.5293163754927,7.76,14.0,0.0,0.94,0.11,0.12,0.51,0
u2382123698098824260,1935.0,0.0,1150.0,33.99,45.0,2.0,-0.69,1.1,0.667874233577828,0.23,1
u4417042079571472955,1414.0,3378.0,1719.0,26.187235622105923,16.0,0.0,-0.4,0.16,0.25,0.61,0
u7242794004440749791,2392.4970099198326,1610.416024875486,907.0,3.24,18.0,0.0,-0.57,0.1901151714143004,0.1480747341325489,0.87,0
u1639264995495812361,1453.0,0.0,2960.055595145412,2.56,47.0,1.0,-1.12,1.11,0.5542640742888579,0.33,1
u9489044431629551402,1620.0,4744.0,1587.2434022523437,2.73,23.0,1.805635311246056,-0.63,0.25,0.14,0.36,0
u8648557750786493170,2022.0,5460.0,508.0,0.4,30.0,2.0,0.12,0.98,0.47,1.04,0
u1563494366610051192,2191.0,3480.0,0.0,49.90131801472141,21.56891308584318,0.0,1.15,0.7726097897902782,0.57,0.35,0
u5318856971217993059,1655.0,2914.0,2058.0,1.56,16.0,2.0,-0.3773526791185778,0.3599509711207342,0.35,1.3100030759616406,0
u4479788853744677521,754.0,7960.304037795069,932.0,34.30583556131068,4.0,1.0,-0.61,0.41,0.17,0.29,0
u8726411244828477902,2046.0,2265.0,539.0,9.93,5.842919117232936,0.0,-0.1,0.37,0.68,0.66,0
u9647463856655402834,1856.0,0.0,1246.0,-6.975027588026214,18.0,1.2929082831425809,0.29,0.22,0.7219280777384987,0.58,0
u9592225572640139364,937.9966417168366,103.0,7100.431750951448,157.41,36.0,4.0,0.36,0.56,0.82,0.5,1
u7876422087651708727,1289.0,1844.0,665.0,-18.943323652234184,15.0,4.0,-0.29,0.61,0.06,0.54,0
u4105900735698305076,0.0,115.0,4503.0,128.83085899712972,10.0,2.0,-1.7,0.96,0.8,0.28,1
u6958035611602866465,1105.0,3315.0,2288.0,1.51,33.0,0.0997847976045802,-0.04,0.5,0.27,0.56,0
u2031002278385295064,1545.0,34.90440686314047,2596.0,5.800917595727936,10.0,4.0,-0.15,0.5629559689358683,0.5498054283502317,0.32,0
u9536131931367952621,1275.8963391102504,6755.6741310384605,1865.6275840753,5.72,25.0,2.604318734712645,-0.186329805601625,0.3808829005670597,0.21,0.64,0
u1067762661505958206,1613.0,287.0,938.0,55.39,9.0,-1.1792691230901653,-0.72,0.6948322672187747,0.51,0.42,1
u6468189766278789878,1511.0,2048.0,800.0,5.92,5.0,-0.0672140115809359,-0.1,0.4216988926648008,0.46,0.6908668432737051,0
u8706567131646829570,1588.0,2809.0,1270.0,5.19,19.0,1.0,-0.81,0.95,0.28,0.71,0
u8530845848944528036,938.144537329111,17139.0,6087.0,6.469400161659925,4.0,7.0,0.79,1.17,0.89,0.3248577210328557,1
u1894485668032931654,3447.0,562.0,930.0,6.84,17.0,1.0,-0.54,0.51,0.25,0.59,0
u8470284244053301291,3034.0,5643.0,2271.816474956084,17.15,22.0,1.0,0.29,0.4790796064122737,0.18,0.99,0
u5400906992528106732,943.9875569294068,4187.0,1478.0,1.98,13.0,0.0561321779253569,-1.31,1.06,0.43,0.8,0
u7343166471887241239,1860.3676965335396,265.0,3861.0,29.29,11.0,0.0,0.26,0.99,0.86,0.34,1
u5826899867933423369,3621.0,4574.0,786.3074822499576,5.86,35.0,1.0,-1.35,0.58,0.22,0.78,0
u3557455671443898247,59.0,2806.9225269528097,2420.0,0.0,46.0,1.0,-0.3315346535849564,0.790360530075158,0.85,0.24,1
u9939716907221614730,149.0,233.0,5046.0,83.67,34.0,8.0,1.71,1.12,0.82,0.3,1
u3390796618544516989,2993.0,3612.0,0.0,19.275897298811056,31.0,0.0,-0.6520116086991022,0.86,0.57,0.69,1
u9493713010681329581,1912.0,3078.0,1341.0,-14.420132884877416,23.412191586466843,3.0,-0.72,0.81,0.29,0.6637518084234552,0
u5851289815625935803,1452.0,3125.0322019920613,1362.0,108.51,49.685563380611526,2.0,-0.16,0.12,0.5177645746013723,0.49,0
u2886490871265897034,2894.0,2461.0,2033.0,0.0,21.94891370153692,0.8997098397132547,0.1393257382423778,0.96,0.7,0.98,0
u3095081862873592449,1140.0,1472.0,766.0,4.03,17.0,1.0,0.37,0.65,0.08,0.67,1
u4908613472521916894,544.0,0.0,6405.0,215.14,12.0,2.0,-0.5560442443252833,0.333163666899647,0.93,0.17,1
u1508449690034420450,3216.0,4214.0,1937.0,0.0,16.0,4.0,0.8129729379410686,0.77,0.38,1.0,0
u6993717540966361849,56.0,-4642.922326604175,7129.0,9.27,3.0,0.0,1.120235954687904,0.54,0.61,0.7829621596876111,1
u1376546630706284027,769.0,0.0,2962.0,36.32,8.0,1.0,-1.31,0.81,0.43,0.32,1
u1031129090669717576,370.0,6301.0,1367.2220401011878,4.93,12.0,0.0,-0.62,0.0,0.4982132879631292,0.61,0
u8838314030639818304,992.0,20692.0,2504.0,109.14,8.0,6.0,1.7182921016089447,0.23,0.91,0.34,1
u6793561347984543996,117.0,267.0,1069.0,45.44,61.0,6.0,0.92,0.92,0.68,0.34,1
u3577786891332418803,1129.0,11.0,4189.0,177.02,7.517964209461189,7.0,0.8,1.07,0.8601053646545023,0.4176149636995775,1
u8795088421941142839,218.0287362718004,19104.0,3274.0,2.0,3.0,8.0,-1.17,0.92,0.52,0.63,1
u5711985984647672388,1800.0,0.0,4179.716827560384,50.75,12.0,1.596627712853932,0.43,0.64,0.47,0.31,1
u4546375601539484803,420.0,23246.0,873.0,55.538912681912464,10.666536435469736,2.0,-0.97,1.0,0.97,0.35,1
u3427850834626463622,1660.0,3689.0,1047.0,23.153666219224277,8.0,1.0,0.0815600277345456,0.3273717013849522,0.87,0.1533862321625382,0
u6912907997409482550,1983.2688006581047,2512.0,34.0,3.97,8.0,0.1005718202434056,0.14,0.46,0.11,0.31,0
u5302271854314843339,896.0,12259.0,544.6881646270117,118.66,35.0,4.0,0.34,0.58,0.75,0.84,1
u3389425562960464728,27.0,25689.0,1910.0,53.63,37.0,6.0,-0.09,0.68,0.76,0.22,1
u9863113642781472529,1306.0,1806.4605013451849,1262.143024251068,3.97,30.0,3.0,0.08,0.47,0.6427323206683605,0.21,0
u1115085353517056601,2805.0,1363.0,1404.0,12.15,19.0,2.0,-0.11,0.36,0.1501000273618877,0.5037323053678351,0
u5865062666592262272,621.0,1674.0,1392.0,3.68,30.0,0.102552117074406,0.66,0.58,0.46,0.81,0
u9062907374531842475,0.0,42.0,6748.0,71.06009899885068,2.0,2.0,-0.63,0.38,0.54,0.51,1
u2847146769178759274,2258.597302278704,5737.0,273.6304950285373,24.9288010094034,28.0,-1.0322034286155684,-0.64,0.53,0.23,1.24,0
u4949343980553625060,1792.0,2712.0,426.0,0.23,21.0,0.0,0.2351873930644585,0.64,0.25,0.05,0
u3989734664153559174,2761.0,2041.0,64.0,3.84,12.0,4.0,-0.21,0.7,0.15,0.57,0
u4708312563627927266,1897.0,3221.547543697407,20.41744667743569,9.33,17.0,1.715918862306761,1.0616515680652403,0.04,0.3974351806352086,0.1219616147219728,0
u3981615293725235602,666.0,27.0,7824.776329679965,7.8,46.0,0.0,0.12,1.51,0.86,0.4348842897353533,1
u6285863805662121191,258.0,-2596.063560603988,6546.0,2.4,34.0,0.0,-0.6562566760698217,1.11,0.67,0.09,1
u7565910177382161337,1331.7974571552086,4377.0,1458.5309720520136,58.32524350279968,25.0,1.302657454587952,1.1340092659083598,0.33,0.4632839821692796,0.67,0
u7340093509979502648,380.0,28490.11162830105,2696.0,33.15,7.0,4.025072604056106,1.67,0.63,0.7,0.46,1
u2096026740695801332,1406.0,2926.0,1207.0,1.83,16.0,1.2856615683959185,0.49,0.64,0.18,0.5254958085628257,0
u3417851832627493252,1709.0,4728.349086953812,2539.0,186.89,7.0,7.0,0.52,0.8330143418499001,0.8593176178863893,0.36,1
u3248812218539597574,3147.5083192029374,-4642.922326604175,298.3524432046548,179.02,25.0,1.0,0.16,0.5,0.14,0.39,0
u1308805931183575540,0.0,2637.0,5332.0,184.2,9.0,4.0,2.29,1.45,0.85,0.29,1
u7680609795100946902,1032.0,182.0,4666.0,0.82,5.0,0.0,-1.64,1.25,0.6392096150088735,0.32,1
u3121716626513896836,426.0,6178.0,1847.0629098282016,-11.1747571991066,-0.1596056585746037,0.0,0.19,0.5,0.3,1.1,0
u2467873461336231020,1517.284286952962,7440.0,1926.0,10.162202966073046,25.0,2.0,-0.05,0.75,0.58,0.79,1
u8638868286116059582,1345.0,5635.0,-359.62712769635937,11.98,5.0,0.0,1.1078559661874317,0.43,0.45,0.35,0
u6485927925582201497,2278.0,3526.0,2405.0,13.365593690489526,9.0,2.0,1.32,0.64,0.15,0.0866494683956522,1
u9967817043520900779,2318.0,3096.0,2438.684147314613,2.23,5.86172220777175,-0.9271578577778722,0.95,0.79,0.49,0.9,0
u2526640148675083112,148.0,27336.0,3891.0,158.26,7.0,0.0,-0.81,0.37,0.76,0.0322245547969892,1
u4815070712890662883,970.4615989054608,110.0,3678.0,143.09,47.0,7.0,0.0135660883459455,0.47,0.8,0.54,1
u2707922533524001452,1319.2650231771431,2125.0,1184.0,9.37,24.0,2.0,0.8,0.57,0.0109084383278888,0.61,0
u6505071863024542107,2555.0,5396.601834554314,578.0,0.0,31.0,1.0,0.49,0.19,0.4059383978688011,0.42,0
u9863836686065860495,2239.0,7341.0,3928.0,7.42,16.0,3.0,0.26,0.0,0.01,0.86,0
u2591740440000267660,693.0,0.0,2350.0,61.00752799606344,45.0,6.015307096885065,-0.37,0.92,0.8370613284938565,0.8,0
u9181603842201065161,2707.0,4844.0,0.0,19.127146187062127,29.734928268397468,1.0,0.8949293556857968,0.4018936306895507,0.16,0.6702444766214568,0
u1262783943366867710,1699.6606295817671,6963.0,0.0,0.0,39.0,-0.2860711677797848,1.3407159428540008,0.8026010881121386,0.26,0.67,0
u2928125848645955519,0.0,22672.0,6100.0,159.1,9.0,1.0,0.8810807017553385,1.19,0.52,0.01,1
u6307536024675400301,1359.0,116.0,4277.0,133.28,9.0,6.232942917456355,1.173001401854578,0.51,0.779112369966669,0.6385591222838795,1
u3422520418312580399,2871.0,453.0,783.0,8.31,26.0,0.0,-0.92,1.12,0.4562658051014343,0.58,0
u5462955313686947106,1297.6548232446075,2473.0,3530.0,3.21,15.0,0.0,-0.7,0.09,0.38,0.62,0
u1682718071204305876,3175.4391067741203,3552.0,201.0,5.1,12.0,2.0,-0.27,0.28,0.25,0.63,0
u4339411220245047199,2253.0,3930.7024175923766,458.0,191.33,17.0,0.0,-0.85,0.11,0.5351261418477361,0.27,0
u1874796174807715827,815.0,-1938.3795310534672,1910.0,117.79,9.0,7.0,-0.05,1.32,0.99,0.29,1
u3015368549838754041,1978.0,3304.0,794.0,5.08,29.0,0.0,-0.11,0.18,0.31,0.54,0
u7739778753994169008,1256.0,2363.0,902.0,-21.902405422706835,5.0,0.0,-0.28,0.53,0.1201496616572747,0.6710003118967794,0
u4704336966766193499,917.0,20023.0,1860.0,90.6,11.0,0.0,-0.16,1.3688922373482295,0.88,0.4,1
u7188425335111428925,693.0,30.0,1703.0,183.44,40.0,2.0,-0.22,0.8,0.6457705213944174,0.56,1
u3905372494383850266,2394.0,1329.0,1381.0,7.26,26.0,3.591503614115072,-1.174056155903348,0.0,0.29,0.72,0
u6798119845573058396,2949.080970693404,5510.0,2066.0131503267025,4.52,5.0,2.0,-0.25,0.8055680267156521,0.43,0.56,0
u9992822877793152332,1217.0,19850.0,3764.0,2.76,46.0,3.455244865793326,-0.35,1.45,0.52,0.51,1
u8596171047407125928,2655.0,2964.0,621.0,1.21,0.0,2.874278478994952,1.13,0.6,0.45,0.3984467418487009,0
u4906953398392979802,2915.0,2754.0,1939.0,3.62,31.0,4.0,0.57,0.78,0.73,0.18,0
u5951848083513722527,3517.0,3092.0,0.0,1.2652699381259698,22.37679767449489,1.0,-0.1044205617384151,0.43,0.2199659912695919,0.33,0
u4738508411597249937,-56.55415506320707,14018.0,4672.0,6.79,42.0,0.0,0.15,1.06,0.9592442697342092,0.23,1
u9816771826485615532,1478.0,0.0,7943.0,78.2,9.0,3.0,1.26,0.73,0.58,0.5483397177745175,1
u1247027404866433476,2029.2821219484383,3302.0,812.0,2.12,27.0,1.0,0.3,0.52,0.1,1.17,1
u9138929891528017002,384.0,159.0,4841.0,5.24,55.0,2.2104187335640355,-0.82,0.87,0.8904928214418177,0.28,1
u8260406256115674522,0.0,16293.0,1856.0,167.72,12.22462181714707,8.0,-1.9941704533280036,0.89,0.42,0.19,0
u4526605121552420703,749.0,332.0,332.0,196.23,5.0,3.0,1.09,1.0538854295005051,0.64,0.45,1
u4051985200588443160,2895.0,3689.0,1670.0,0.0,11.904844036782904,0.0,0.31,0.8,0.24,0.4626956757924663,0
u3302405000794461570,168.0,2216.0033523520096,2231.0,7.56,11.0,1.0,-0.04,0.34,0.03,0.62,0
u8463709461897759927,1601.933204836426,17133.0,6454.0,68.87,6.0,6.0,-1.62,0.52,0.39,0.4173006987175109,1
u9575081418112977520,2632.0,5993.0,0.0,2.64,29.58434880275465,6.15151943120325,0.54,0.84,0.17,0.9,0
u3927790047271656876,1403.1252760318796,21420.0,2705.6439727138777,135.59,12.0,6.0,-0.06,1.1,0.38,0.46,1
u2147532274225511703,2877.87066576942,4114.0,928.0,3.49,14.0,1.0,-0.32,0.49,0.11,0.6932995741905148,0
u4942715755105196096,2756.0,20004.0,3573.0,7.12,54.0,0.0,-0.46,0.89,0.18,0.3,1
u8764490858357644724,3034.0,1597.0,0.0,0.6,5.0,-0.9125482329971848,0.3572778442879606,0.49,0.3596646936875202,0.53,1
u9899015823740047157,380.0,-670.7717375659854,0.0,0.54,15.0,-1.096875541793139,0.49,0.77,0.292862282442234,0.24,0
u3357715479343304404,1263.0,-2003.2615149738072,2427.0,236.22,2.0,4.0,0.51,1.25,0.58,0.11,1
u6553601888910035173,1466.0,2304.6759070195926,5678.684107591237,115.3,7.0,2.3363173833210884,-0.27,1.126971835728708,0.39,0.15,1
u1864273440566194660,410.0,20334.0,1760.0,176.68,33.0,4.0,-0.02,1.16,0.885599622706318,0.8684731613546032,1
u8060927378774532330,1729.7602403644244,62.0,5563.0,107.0,32.79653738870467,4.0,0.73,0.63,0.66,0.64,1
u5050275219720338742,1286.0,208.0,1495.0,33.548108333137804,0.0,8.0,0.06,0.34,0.83,0.23,1
u3528431366460614683,2186.6206508162013,4742.0,1657.0,16.07940147875836,10.453410985013148,2.0,0.7527816916657017,0.81,0.1506578108555339,0.2951101072388041,0
u1527669416090105379,71.0,0.0,5762.0,287.0601000000001,49.0,3.0,-1.95,1.22,0.69,0.542056928305167,1
u8022023478608150824,876.0,3906.0,2375.0,57.54106907604073,19.0,2.0,0.31,0.08,0.29,0.6051602030447444,0
u7392388455822658691,1129.2377335476033,37.0,2623.0,13.589582037297331,50.0,9.0,-0.27,0.66,0.5155252908565914,0.64,1
u7669435944957453587,793.0,0.0,7686.0,272.29,25.0,-0.3299895109564921,-0.9,1.09,0.56,0.4571827310350363,1
u8334751258277619396,589.0,567.0652005411855,2970.0,49.05388832617292,53.0,4.0,-0.81,0.88,0.64,0.31,1
u3076379993629262596,1087.0,795.0,2705.0,0.0,21.0,0.0,0.08,0.5,0.53,0.6706232201035968,0
u2135739852443008554,87.0,4947.546713308483,519.0,0.0,47.0,7.0,-0.39,0.9548563665353248,0.72,0.17,1
u4876166211664787877,1565.0,2549.0,1981.0,5.89,14.0,3.0,0.35,0.71,0.2531937486740205,0.32,0
u7560486590545503947,1836.956265626377,694.0,1220.0,0.0,2.0,0.0,-0.49,1.09,0.36,0.6466800169934104,0
u6939591300595165308,1666.0,8544.0,3564.0,129.61,27.0,2.0,0.3283198830360618,1.34,0.64,0.35,1
u3597064561662954355,2440.496954243139,0.0,993.0,8.53,14.0,1.0,0.38,0.24,0.18,0.16,0
u5265184822020689641,2279.0,2613.0,6528.0,0.0,45.0,0.0,0.1168300564770977,1.27,0.41,0.5,1
u4696533391660149209,123.0,27204.0,4273.0,265.63,35.0,8.57138565622724,0.44,0.53,0.89,0.42,1
u8591057352887949486,2138.0,1861.0,875.5268012427179,0.08,7.0,1.304880905668489,-0.94,0.88,0.3564305752131407,0.61,0
u3459291966748431098,779.0,12419.0,2178.0,104.82,46.0,4.607681507135049,-1.21,0.09,0.69,0.3652961995244802,1
u3535848324038070037,2244.0901329338126,0.0,1501.0,5.69,5.0,1.0,-0.163197517803202,0.49,0.1057534796703586,0.0,0
u1752760490222507242,1066.0,20446.0,5159.0,234.47,39.0,3.0,0.82,0.91,0.62,0.68,1
u4314269671268146778,2014.0,54.0,3043.0,0.0,8.0,6.113897063474647,-0.52,0.82,0.72,0.38,1
u4702378714946647243,109.0,0.0,-339.3990150850757,104.58,19.0,6.0,0.2881568300401276,0.5,0.78,0.1,1
u8085688498012953466,392.0,27592.0,284.0,48.65,41.0,4.0,-0.47,1.08,0.79,0.145746109841152,1
u1497610988429086612,563.0,0.0,3598.0,116.99,25.181826629171237,4.0,-1.52,1.08,0.8,0.66,1
u1844094015584519128,1812.0,3979.0,587.0,6.25,26.0,0.0,0.34,0.44,0.43,0.47,0
u1463618682581200621,0.0,11513.26997495661,4778.0,113.68,40.0,2.0,-1.67,0.63,0.42,0.4617162208094481,1
u2067388503772490880,1061.0152332713735,4004.5912203926127,1748.0,3.65,8.801459869565537,2.1880607611322014,-0.04,0.63,0.4771541900267236,0.71,0
u7251316175244136484,12.0,4886.0,1609.2037078292128,-3.6316796106248193,32.0,1.6046128525858925,0.28,0.44,0.34,0.2247728855537177,0
u4454858812804832972,112.0,1323.217814536888,5708.0,81.51,11.0,7.0,-1.36,1.54,0.8178032683558268,0.46,1
u6388837483702569256,1706.0620379468917,4762.0,2456.0,35.41351499401626,32.0,3.0,0.87,0.41,0.3904890179613816,0.44,0
u9231054582396360451,2654.0,2712.0,2232.0,85.03329130857333,15.440839483663174,0.0,0.9534082308635994,0.69,0.07,0.8701783450547139,0
u1158039866165302483,2290.0,6241.0,2690.0,14.508456129258285,17.0,2.0,0.07,0.53,0.12,0.53,0
u6574516107353763119,0.0,20879.0,1069.0,209.3,5.0,4.0,-0.64,1.39,0.65,0.38,1
u5415968460429809082,1144.0,11813.0,3863.0,34.47,57.0,9.0,-1.68,1.4590168192868067,0.56,0.42,1
u4134063016266881845,-130.2414499650774,19644.0,5828.0,150.74,7.59271960184532,0.2186724403106276,-1.51,0.96,0.99,0.7150955412027886,1
u1454206393716261088,1925.980727538796,0.0,2082.0,213.84554890981343,9.883401006103483,4.0,0.82,0.785094472239978,0.63,0.76,1
u4856743935919572131,1669.0,1959.0,0.0,41.944688550291495,24.0,3.9252300196840855,-0.24,0.12,0.31,0.3,0
u3241546619599791588,-106.91925692938564,8391.0,9499.58050536901,25.11,54.0,0.0,0.43,0.21,0.7698782544868178,0.17,1
u9139849826880114608,554.0,982.0,3617.0,43.54,0.0,6.0,-0.27,0.59,0.93,0.68,1
u7457532879560049790,2200.0,3259.700319394636,0.0,8.26,14.0,3.0,0.97,0.523143482786759,0.44,0.34,0
u2549566726108777171,923.0,1638.1309115467996,239.0,4.68,29.126849136179555,1.0,0.62,0.04,0.4983691163083437,0.51,0
u5226503968559927411,628.0,18961.0,3702.0,0.0,36.25526158283066,9.0,1.37,1.41,0.74,0.19,1
u1876543413300715650,3285.0,0.0,2020.0,9.83,18.0,1.0,0.95,0.6,0.08,0.64,0
u8816464787272737772,2948.0,4497.0,-328.06878148360187,49.81289137825499,16.0,2.0,0.24,0.29,0.13,0.3507607112771639,0
u1946853892862876273,584.0943127144347,8908.0,6771.0,37.5583617295803,31.0,6.346159826516428,1.58,0.3552859801241423,0.99,0.9003172373901528,1
u6901772331144363024,2690.0,2542.0,-919.4550997894166,-6.171712097004184,12.0,0.0,-0.03,0.3613380637446709,0.46,0.47,0
u7413040043919752247,1678.0,-1348.7364045921595,2298.0,4.41,10.0,2.0,1.21,0.08,0.53,0.497514857375156,0
u7137338225657874900,1169.0,2600.243337988611,3308.0,0.0,59.0,3.0,-0.43,0.2,0.8804885744061607,0.3927657026744621,1
