id,label,account_age_days,followers_count,following_count,post_frequency_per_day,avg_word_count_per_post,avg_hashtags_per_post,avg_sentiment_score,reply_to_post_ratio,urls_per_post_ratio,bio_complexity_score
u7887589163393738023,bot,103,42328,-5549,245.2,6,11,1.0,0.02,0.55,1.0
u8348910158641632951,bot,702,12,2889,100.64,43,2,-1.0,0.09,0.78,0.27
u8834954236133110662,human,4008,5636,721,6.91,22,2,-0.19,0.49,0.34,0.93
u3720696136061196634,human,4948,-1287,2940,3.73,22,3,0.5,0.35,0.4,0.57
u6848039126603619300,human,4092,359,4060,3.37,25,1,-0.03,0.39,0.22,0.49
u3749085971241902700,bot,933,8,5669,486.67,41,2,-1.0,0.03,0.86,1.0
u9180929158573117588,bot,349,15584,2834,376.74,8,7,1.0,0.81,0.95,0.1
u9903924188759652683,bot,625,85,5343,99.65,6,1,1.0,0.1,0.77,0.1
u8997945345902788074,human,2879,-280,54,9.63,23,2,-0.05,0.43,0.01,0.89
u6976197277527901179,bot,292,90,4060,479.49,37,4,-1.0,0.85,0.82,0.02
u9830379339712658209,bot,684,15,8715,194.15,38,11,-1.0,0.07,0.9,1.0
u1102842527829206309,human,1304,4458,1740,1.93,17,2,-0.54,0.56,0.06,0.98
u9068300847659074241,bot,822,27983,3484,405.06,6,6,-1.0,0.06,0.75,0.18
u2303943818522463495,bot,822,31661,786,417.24,8,4,-1.0,0.98,0.66,1.0
u1385289224457049824,human,3416,4055,1442,5.73,15,0,-1.11,0.59,0.05,0.75
u6282396697031975599,bot,855,78,10556,257.44,8,6,1.0,0.81,0.96,1.0
u4634762105690677232,human,1944,5020,1976,6.29,19,2,0.18,0.47,0.05,0.76
u6050030898360273912,human,4530,3190,809,7.62,14,1,-0.21,0.31,0.02,0.99
u1785156683321916883,human,4670,2885,2462,8.19,26,1,0.29,0.55,0.14,0.72
u2937395951090023765,human,3953,8529,1942,4.84,21,2,-0.57,0.52,0.29,0.74
u7838489190088334698,human,4898,3136,-639,4.63,19,1,-0.37,0.56,0.09,1.0
u7695590221453381811,bot,69,20,5265,322.03,42,5,-1.0,0.98,0.65,1.0
u2952928597404985697,bot,959,17869,7738,402.05,9,2,-1.0,0.07,0.92,1.0
u9352944268383598993,human,4868,3990,306,2.53,24,2,0.59,0.3,0.05,0.41
u8853321731843015759,human,3171,2897,-509,8.58,21,1,-0.12,0.31,0.02,0.79
u2313916547717572440,bot,397,50,6575,340.86,40,4,1.0,0.07,0.42,1.0
u2697033337022205461,human,2140,1709,1721,5.88,15,0,0.55,0.54,0.39,0.75
u6689759098850348926,human,1773,2928,3192,4.29,18,0,-0.02,0.46,0.07,0.51
u3331131496769917353,human,1662,1205,2238,6.35,27,0,0.67,0.31,0.6,0.91
u2057206381133651190,bot,501,58,6852,336.33,35,12,1.0,0.92,0.74,1.0
u7188678859314788868,bot,497,42243,3106,269.21,45,4,-1.0,0.0,0.74,1.0
u6232351101561767281,human,1239,5059,2111,1.55,15,3,-0.12,0.52,0.67,0.64
u1501643550948925782,human,4445,1351,1976,9.11,11,0,-1.13,0.6,0.03,0.42
u7927138071434791869,bot,193,3,1968,175.64,35,4,-1.0,0.08,0.77,0.2
u6062258027970383051,bot,106,86,12522,355.48,46,2,-1.0,0.07,0.46,1.0
u6946072895453493735,human,2111,2025,1774,4.53,24,2,-0.7,0.52,0.29,0.75
u1674639618241909232,human,2722,1596,3028,2.8,11,2,-1.03,0.34,0.12,0.45
u7195202988121274012,bot,453,18245,6793,89.54,41,4,1.0,0.07,0.61,1.0
u3312185185845555076,bot,828,21004,8055,437.29,44,4,-1.0,0.02,0.74,1.0
u2820855873801800444,bot,935,59,2110,233.42,39,5,-1.0,0.84,0.74,0.28
u6355049718365829034,human,3617,5336,2258,9.81,28,1,-0.0,0.39,0.2,0.93
u9776406607907553952,bot,871,54,4862,269.79,9,6,1.0,0.09,0.84,1.0
u4294020006537504130,human,4722,-1380,1689,2.17,12,0,0.61,0.46,0.06,0.41
u7191608744041952552,bot,907,9,2636,419.55,7,5,1.0,0.99,0.79,0.17
u3163183744851973067,bot,538,13062,5354,400.8,38,7,1.0,0.94,0.56,0.19
u3629925943126035860,bot,729,33413,1139,194.95,7,4,-1.0,0.89,0.7,1.0
u1643873320396690973,bot,763,20,3261,88.13,32,2,-1.0,0.85,0.92,0.3
u2784709290748947473,human,2600,5125,651,8.55,19,0,0.65,0.41,0.16,0.98
u5481278919921265475,human,1237,3101,3124,9.02,15,1,-0.03,0.35,0.04,0.81
u4028457995842193651,bot,457,25745,8777,447.11,6,5,1.0,0.07,0.83,0.06
u7082096748061826586,human,4864,3477,855,9.8,20,0,0.43,0.31,0.22,0.55
u7396022310188400570,bot,492,63,333,92.5,6,6,1.0,0.03,0.63,0.27
u2405595408097093942,bot,13,48,6968,444.98,5,8,1.0,0.98,0.6,1.0
u6228378161318200352,bot,148,11474,4427,292.79,8,3,-1.0,0.09,0.8,1.0
u8449715420376822023,bot,33,26894,5341,183.62,6,6,-1.0,0.9,0.7,0.28
u9842067865331512752,human,2577,5922,1573,3.68,11,1,0.33,0.4,0.19,0.78
u2555424976476409261,bot,307,27065,2168,402.4,8,4,1.0,0.07,0.52,0.1
u3888896484797622680,bot,539,38051,9946,126.83,6,5,-1.0,0.9,0.64,1.0
u8246435554051839356,human,3430,1158,1805,6.69,16,0,-0.54,0.39,0.01,0.41
u7568877516377155738,bot,113,25652,11550,162.09,6,3,1.0,0.07,0.44,1.0
u6910692291800242302,bot,791,40,5168,283.86,37,3,-1.0,0.92,0.88,0.18
u3551920997647635376,bot,336,37318,1055,183.88,39,5,1.0,0.95,0.76,0.08
u4315673150772048868,human,4336,7617,1708,2.67,22,0,0.83,0.57,0.08,0.95
u7268020790699089391,bot,225,23650,4666,103.15,47,8,-1.0,0.92,0.95,1.0
u4058128442884365024,human,4855,925,1048,7.67,15,1,0.96,0.49,0.08,0.83
u5426794015181840428,bot,230,31203,7321,95.61,40,4,-1.0,0.01,0.66,0.09
u5107702265706265383,bot,373,10760,3265,424.12,40,5,1.0,0.82,0.82,1.0
u8145963938630761805,human,2639,9178,2386,5.62,30,0,0.56,0.5,0.45,0.56
u5491518250751059524,bot,722,63,5634,118.05,31,5,-1.0,0.02,0.72,1.0
u2003803901771275638,bot,185,11672,1319,106.08,45,6,1.0,0.08,0.78,0.08
u6954162624043107832,human,1295,2222,1300,6.59,15,1,-0.46,0.58,0.24,0.73
u1756073873455969143,human,2299,6832,2364,3.51,22,0,-0.59,0.42,0.2,0.71
u3588225215481757419,human,1415,2047,533,7.71,22,0,-0.25,0.39,0.1,0.59
u8622597506954995821,human,3737,-1073,1295,7.49,25,2,-0.4,0.39,0.19,0.67
u9220764170482034237,human,2459,5761,2624,8.68,16,1,-0.1,0.55,0.16,0.42
u2811764812907208484,bot,614,43,7051,225.42,47,3,1.0,0.05,0.75,1.0
u7765754887509858460,human,3242,3288,3060,2.67,22,1,0.64,0.59,0.09,0.6
u6779539161034188710,bot,334,72,10444,413.22,6,3,1.0,0.95,0.86,1.0
u7709314815960222161,bot,260,83,-924,51.44,32,4,1.0,0.88,0.2,1.0
u9228218012932335962,bot,300,99,8998,153.45,33,4,-1.0,0.07,0.75,1.0
u8836059521146745962,human,3275,1473,2695,9.92,17,1,0.01,0.51,0.06,0.4
u6825726159670112281,human,1015,2296,2506,4.17,21,1,1.21,0.52,0.04,0.8
u8495303159602763854,bot,331,77,1787,254.74,8,1,1.0,0.05,0.48,1.0
u6339417355346167418,human,4565,481,1576,8.48,14,0,-0.53,0.45,0.12,0.49
u8094620113067238503,human,3418,2010,2549,5.83,27,1,-0.27,0.48,0.04,0.85
u2962370912263904948,human,2432,-2026,3818,1.42,31,2,0.32,0.54,0.2,0.67
u1338094761372254955,human,3881,3161,3067,6.49,16,1,0.59,0.52,0.14,1.0
u3403761273724814270,bot,648,73,1939,151.03,7,6,1.0,0.99,0.68,0.3
u9245564816620572222,bot,600,18,1172,120.77,5,5,1.0,0.94,0.74,0.16
u5977642838636144197,human,4533,1243,1265,3.62,17,3,-0.29,0.37,0.06,0.93
u7031238042530598371,bot,818,14,-1772,116.61,39,5,1.0,0.04,0.92,1.0
u2370897325910872960,human,2677,-1709,2042,2.59,19,1,-0.42,0.33,0.05,0.95
u4620158288179907130,human,1396,3383,1336,7.87,15,2,-0.08,0.47,0.36,0.81
u9222060061257277380,bot,543,31596,3437,263.76,33,6,1.0,0.07,0.94,0.09
u6438107110395824346,bot,266,28505,4910,245.84,49,5,-1.0,0.93,0.57,1.0
u8905943912046706894,bot,196,58,4528,165.19,6,6,1.0,0.92,0.46,0.24
u2234836651134348226,human,3225,3319,1320,7.05,13,1,-0.3,0.31,0.17,0.73
u5622045477246248824,bot,599,40,7797,115.88,33,2,1.0,0.97,0.74,1.0
u1835213447244962886,human,1746,4699,2630,4.35,9,2,0.09,0.37,0.17,0.71
u4356067436545947225,bot,358,50,6117,160.28,30,6,1.0,0.01,0.65,1.0
u1097691008989268178,bot,389,51,5242,166.88,46,2,-1.0,0.8,0.94,0.14
u3203286520245603364,human,4617,-1119,1412,4.87,15,1,-0.38,0.33,0.14,0.56
u9891333118185002596,human,1223,2049,2700,7.51,19,2,0.11,0.47,0.37,0.97
u7310277528580879914,human,4309,3636,660,9.17,19,2,-0.08,0.41,0.4,0.94
u7983993307956558092,human,2414,-882,2302,1.79,21,1,0.29,0.55,0.52,0.44
u2294691092991473187,human,1441,281,1675,3.48,5,1,-0.7,0.41,0.02,0.7
u2468567603818234068,human,1646,8500,1743,2.11,20,0,0.12,0.41,0.07,0.45
u6223723634880443755,human,3617,3204,529,8.6,17,0,0.09,0.33,0.4,0.61
u6218699479932127068,human,1382,3856,3103,9.99,14,0,0.07,0.34,0.07,0.54
u9044580392278118242,bot,121,32581,2931,313.02,39,5,1.0,0.84,0.67,0.18
u2348448245646197913,human,1893,3224,2855,1.84,21,2,-0.1,0.54,0.03,0.42
u7751549581561249172,human,3582,6708,1239,9.3,11,1,-0.02,0.48,0.16,0.8
u9662362800842531105,bot,703,24,5270,378.92,7,2,-1.0,0.82,0.61,0.11
u1372807139973531221,human,3990,3903,-281,4.19,19,0,0.4,0.32,0.02,0.76
u8023343025455925126,bot,631,66,6709,408.57,6,2,1.0,0.02,0.42,0.02
u3137515636590779812,bot,502,22530,9250,312.46,37,8,-1.0,0.98,0.46,0.23
u3438264040994614084,human,1511,7997,2517,4.76,19,1,0.07,0.59,0.22,0.98
u3158441309454683616,bot,888,77,4051,276.63,37,5,1.0,0.09,0.66,0.02
u7166613730524495456,human,1270,8086,1199,2.15,30,0,-0.54,0.39,0.12,0.56
u5776648145422460242,bot,517,97,4206,181.47,5,8,1.0,0.02,0.66,1.0
u8299934236467838129,bot,926,77,5254,445.63,42,4,-1.0,0.85,0.8,0.02
u4579527145920854077,bot,850,42,5615,495.2,7,6,1.0,0.07,0.63,1.0
u9466151093925876203,human,1316,2300,2511,6.51,20,1,-0.03,0.47,0.14,0.79
u9130881918056235870,human,1069,1591,-564,3.9,24,2,0.56,0.33,0.22,0.5
u1368055835355730762,bot,312,38486,1121,60.03,43,5,1.0,0.03,0.63,1.0
u6981585031612067475,bot,350,49,-1667,319.03,5,7,1.0,1.0,0.52,1.0
u1952082702024463135,human,3801,6041,54,8.58,15,2,-0.2,0.43,0.3,0.46
u9932295358833757965,human,3944,5311,1203,7.61,18,1,-0.27,0.46,0.09,0.6
u6843623962763375046,bot,640,34,5660,216.75,44,9,-1.0,0.87,0.62,0.09
u3522549019375550851,bot,165,65,1846,284.4,39,5,-1.0,0.97,0.71,0.05
u7842909287333376076,human,3845,5234,1954,4.66,21,0,-0.04,0.46,0.1,0.44
u6336932994570038931,human,4623,2261,845,2.2,27,2,0.47,0.35,0.31,0.7
u6258799204131309187,human,1402,2687,2392,5.49,16,0,0.12,0.38,0.1,0.81
u4474071339923500016,human,3700,6805,223,8.12,12,2,-0.08,0.52,0.39,0.61
u4491217147782710265,human,4091,279,3012,5.58,24,1,0.3,0.34,0.41,0.76
u6420380447177971424,bot,896,67,6702,409.79,36,5,1.0,0.08,0.93,1.0
u9284678268213334091,human,2036,4180,444,1.85,21,2,0.13,0.36,0.14,0.65
u1717923943396232479,bot,883,67,4083,166.44,8,5,-1.0,0.82,0.63,1.0
u3320475071657018628,human,1306,1728,959,6.16,31,1,0.33,0.49,0.05,0.5
u9971335171334149434,bot,864,28925,3762,305.15,39,7,-1.0,0.08,0.68,0.08
u3055882762660940345,human,4504,2881,2063,1.75,24,0,-0.61,0.44,0.13,0.79
u4743233613235286266,human,1125,1931,2340,6.84,18,1,0.34,0.51,0.03,0.64
u8537678704191178247,bot,341,19560,7125,407.04,7,2,-1.0,0.09,0.87,1.0
u4182361502076296255,bot,876,82,3876,315.31,9,5,1.0,0.08,0.72,1.0
u8310974611303363970,human,2894,656,1104,7.68,18,2,-0.67,0.38,0.24,0.48
u9182716864857346334,human,1431,1981,3952,6.66,16,1,-1.8,0.32,0.07,0.5
u1060852885951189556,human,2171,1361,1998,7.95,17,1,0.28,0.55,0.28,0.59
u9135329992549098349,human,2612,7231,1004,9.71,13,1,-0.55,0.58,0.33,0.69
u5057349386291866949,human,3083,1643,505,2.9,17,2,0.74,0.55,0.35,0.52
u3121290451354199215,bot,382,23740,12422,78.57,32,8,-1.0,0.92,0.9,0.21
u5745805555216158150,bot,92,42295,8221,485.19,37,7,1.0,0.04,0.42,0.23
u3590010559520499903,human,2975,1218,1310,1.32,16,1,-0.71,0.43,0.46,0.97
u2385723185523457056,bot,999,25024,3369,233.45,44,4,-1.0,0.99,0.69,1.0
u2451365382510677217,bot,713,92,8988,130.76,9,5,-1.0,0.84,0.83,0.14
u6552656983090963606,bot,578,54,4614,359.4,36,3,-1.0,0.08,0.79,0.18
u8535080594139588222,human,1801,3526,4293,4.95,14,0,-0.65,0.35,0.11,0.84
u7097660234229801895,bot,337,87,3347,377.83,5,3,-1.0,0.04,0.96,1.0
u4824136227334388257,human,2582,4409,601,7.79,21,1,-0.09,0.54,0.18,0.66
u4045785866852696683,bot,684,26946,6288,344.22,6,4,-1.0,0.1,0.82,1.0
u2045364986758737091,human,2859,2350,3148,7.42,12,0,-0.15,0.55,0.02,0.54
u7227892216959118544,bot,571,30,4391,297.37,40,4,-1.0,0.02,0.93,0.26
u5418190446649645243,human,3058,1692,1017,8.81,18,0,0.6,0.57,0.26,0.76
u6449084305658655166,human,4990,-2091,-490,1.02,18,1,0.35,0.32,0.12,0.66
u6969912685666987860,bot,924,22986,145,119.88,48,1,-1.0,0.04,0.87,0.14
u4789876267941587097,human,1968,6948,432,2.54,19,1,0.17,0.49,0.06,0.91
u3247461909697594904,human,1440,1777,1900,4.98,15,2,-0.23,0.46,0.03,0.8
u2179531958222029278,human,3154,5573,1828,5.87,18,1,0.11,0.54,0.06,0.42
u6463442889693463321,human,1363,1605,2315,6.02,17,1,-0.92,0.39,0.09,0.64
u2242609974446637670,human,3132,3793,1459,8.7,16,1,0.26,0.59,0.1,0.45
u5728295456959467426,human,4128,3243,1015,3.08,15,0,0.56,0.42,0.02,0.86
u9216158302955399561,human,3554,6355,1240,3.65,25,0,-0.26,0.55,0.33,0.47
u2354591460225203618,human,2872,7860,2897,7.06,20,1,0.07,0.55,0.07,0.89
u2534228306248875992,bot,373,33,8237,448.79,6,7,1.0,0.07,0.95,0.24
u9508070703971257802,bot,723,27762,1017,113.17,38,1,-1.0,0.02,0.72,0.12
u5765169282568351926,human,4342,1144,2458,6.05,14,0,0.18,0.38,0.07,0.6
u4739674465929206674,human,3748,6346,3013,3.73,18,1,0.33,0.33,0.15,0.72
u9939695097410190984,bot,115,24401,7283,355.43,46,5,-1.0,0.03,0.81,1.0
u6881031504595281350,bot,271,23767,5752,187.72,9,6,-1.0,0.01,0.82,0.21
u9102815146717759571,bot,408,14,3267,369.58,5,1,-1.0,0.9,0.76,0.04
u7714377962393976944,human,2682,5731,493,2.32,17,4,0.14,0.54,0.15,0.88
u8575185972013834177,bot,154,97,4587,240.82,8,8,1.0,0.04,0.76,0.27
u9736874886226541421,human,3299,-3972,-161,3.11,18,1,0.02,0.36,0.11,0.54
u2997721690694720825,human,1632,4449,-1825,1.34,30,2,0.23,0.3,0.24,0.49
u6594213940264369602,bot,405,99,7539,207.56,46,4,1.0,0.05,0.54,0.09
u5348021682651696759,human,3133,3672,2285,8.86,22,2,-0.55,0.42,0.41,0.41
u5442606860654577585,human,4886,3725,867,3.44,21,1,-0.86,0.6,0.02,0.98
u3023274027755914185,human,1418,-278,2028,2.16,21,2,-0.02,0.59,0.06,0.7
u4788655522259055898,human,3529,2146,1454,3.36,17,0,0.98,0.37,0.0,0.82
u2316287108051144957,bot,969,13,5208,458.05,6,4,1.0,0.87,0.63,0.15
u6373962061689386338,bot,392,35660,6242,187.79,35,5,1.0,0.97,0.89,1.0
u8078846898996066363,human,1967,-3034,569,1.15,18,3,-0.66,0.4,0.11,0.84
u6748113702642513320,human,2924,3671,2706,1.66,21,2,0.03,0.52,0.23,0.44
u5711343736567545224,bot,439,18338,7199,466.55,6,4,-1.0,0.99,0.51,0.25
u2546959659657044207,human,1805,2062,2681,2.47,22,1,0.14,0.34,0.3,0.98
u7323462374278057551,bot,306,46381,4980,473.99,46,5,1.0,0.04,0.87,0.05
u9507195136595807739,human,1264,-3084,1156,6.31,24,0,0.83,0.32,0.4,0.67
u6502049151905865346,human,4685,966,2133,9.82,17,1,0.76,0.34,0.11,0.58
u1634963702674705553,bot,855,30520,1402,390.67,6,4,1.0,0.92,0.62,0.1
u4488384039504909186,bot,744,14700,7386,287.86,38,8,1.0,0.82,0.85,1.0
u2219451533224943959,bot,89,16431,4653,258.82,9,3,1.0,0.1,0.64,0.17
u1152763315646054476,bot,174,48721,5661,295.02,7,8,-1.0,0.04,0.94,1.0
u5821161186459196758,human,1682,7070,965,8.75,13,0,-0.14,0.43,0.14,1.0
u9387173935586620277,bot,343,35,5459,71.68,44,5,-1.0,0.02,0.97,1.0
u7312179142059996335,human,3380,1538,2076,5.68,12,2,-0.56,0.44,0.09,0.8
u8623247840427880350,bot,718,79,5343,163.03,40,3,1.0,0.05,0.56,1.0
u6584853427122971768,bot,385,67,-1340,207.21,8,2,-1.0,0.05,0.72,0.01
u2636430811327038985,human,2366,4264,1519,5.18,19,1,-0.39,0.42,0.12,0.94
u9315868040781795329,bot,968,37259,6554,235.37,38,6,-1.0,0.96,0.85,0.14
u6532305857169072837,bot,946,31793,6018,104.29,9,9,1.0,0.0,0.69,0.13
u9095839136369233117,bot,435,39,4956,420.16,40,5,1.0,0.99,0.91,0.18
u5901576140812687020,bot,144,47098,811,147.61,6,5,-1.0,0.09,0.51,1.0
u7939509774775627479,human,2371,5073,1426,1.61,12,0,0.7,0.34,0.15,0.79
u1859525722116820527,human,2793,2731,622,1.25,28,1,0.41,0.48,0.18,0.74
u7081823389997343808,bot,955,20976,2901,246.72,39,3,-1.0,0.95,0.88,0.05
u9319340954148223775,bot,760,24924,3002,55.28,9,9,1.0,0.98,0.97,0.17
u5974035287748202653,bot,481,17042,4053,56.8,31,7,1.0,0.93,0.7,0.28
u1011069942457202600,human,1196,1574,3502,6.9,21,0,0.1,0.43,0.23,0.91
u9649077287655817666,human,1303,1780,1834,9.51,19,2,-0.18,0.32,0.22,0.55
u7258605430568511598,human,3741,4694,1118,8.41,24,1,-0.63,0.31,0.3,0.6
u4979855740238302490,human,2430,3307,97,5.72,10,2,0.03,0.58,0.04,0.88
u4880125263344087243,bot,895,22,6239,249.24,40,3,-1.0,0.06,0.8,0.3
u9068830025498037887,bot,596,61,3725,297.29,7,4,-1.0,0.85,0.67,0.21
u7434619157221655928,bot,236,99,8201,485.34,41,4,-1.0,0.1,0.72,0.1
u4956423239972032034,human,3673,-171,2109,7.1,24,2,-0.52,0.54,0.1,0.5
u9655411768845114469,bot,464,31177,2285,101.49,5,2,1.0,0.09,0.79,0.21
u5446803893827111848,human,1782,-3183,1182,8.95,26,1,0.15,0.32,0.17,0.46
u8089744824326181005,human,2892,6463,2252,5.81,21,0,-0.55,0.45,0.04,0.75
u4232956163194140440,bot,591,33,-327,61.49,40,5,-1.0,0.02,0.75,0.14
u8421319159164427003,bot,151,95,5649,224.77,32,5,-1.0,0.02,0.78,1.0
u9373520186800340988,bot,50,42,3048,140.98,32,4,-1.0,0.86,0.53,1.0
u8721719549228497936,human,1847,-350,1573,1.79,22,0,0.99,0.35,0.23,0.72
u6313776688844991975,human,1521,-1246,1158,1.98,14,0,-0.45,0.44,0.01,0.6
u4924447000439028147,bot,193,12421,3425,109.85,35,5,-1.0,0.87,0.97,1.0
u3347514453236787661,bot,790,21753,6790,443.65,36,7,-1.0,0.06,0.65,0.07
u8063801468169874817,human,4330,2380,2255,5.07,14,0,-0.39,0.41,0.04,0.5
u9394055819121260257,bot,840,32841,6860,410.8,5,4,-1.0,0.02,0.69,0.1
u1773080742441445880,human,4939,1108,2934,7.74,20,2,0.39,0.45,0.21,0.59
u6518272891919280660,human,2856,-266,1943,4.26,21,2,0.1,0.43,0.07,0.84
u6015033530606141904,bot,674,19,4576,153.37,9,3,1.0,0.02,0.95,1.0
u3377831232694981125,bot,907,39916,4056,364.11,36,10,-1.0,0.96,0.82,0.23
u1050446762525306495,bot,342,49591,4767,388.55,8,7,-1.0,0.87,0.65,0.24
u7858920761664128824,bot,45,29270,2703,346.97,41,4,-1.0,0.04,0.51,0.28
u1065615812204402560,human,3840,1485,414,6.92,23,1,0.3,0.35,0.03,0.92
u5819586661651773219,human,2169,2551,769,6.49,22,1,-0.15,0.46,0.16,0.63
u5793956931962799089,human,3296,-2266,511,7.89,13,0,-0.13,0.59,0.17,0.86
u4459040104722954289,bot,400,99,974,350.64,7,4,-1.0,0.84,0.77,0.28
u2894653060833105328,human,4517,5822,2450,6.49,20,1,-0.43,0.34,0.04,0.47
u8418239672332155658,bot,66,19,814,349.35,33,2,1.0,0.05,0.8,0.24
u4770930275918212931,bot,131,31715,4082,327.64,37,0,-1.0,0.02,0.66,1.0
u1983056696362251906,bot,908,42815,9647,122.33,8,5,-1.0,0.88,0.91,0.21
u4929816744891224491,bot,597,43302,5120,147.74,41,2,-1.0,0.82,0.4,0.27
u6399087027051146812,bot,250,43,9833,465.73,8,1,-1.0,0.86,0.69,0.18
u3410093755046433565,bot,19,44726,4204,402.23,8,3,1.0,0.1,0.84,0.29
u5944694851105965209,human,4994,751,231,1.09,18,1,-0.43,0.56,0.08,0.87
u6208163699561236374,bot,800,36920,6262,340.57,8,7,-1.0,0.81,0.94,1.0
u6643603134641789425,human,2212,3052,2599,1.98,18,4,-0.62,0.43,0.24,0.98
u4665867436029914342,human,1286,5225,172,7.7,14,2,0.18,0.59,0.03,0.51
u2878742453700646586,bot,340,97,8698,285.27,9,4,-1.0,0.08,0.71,0.09
u6092269337088709135,bot,652,46,10501,194.5,35,4,1.0,0.06,0.56,1.0
u6142608021836684165,bot,53,38630,4559,93.57,9,8,1.0,0.86,0.97,0.01
u2648397369261359567,human,2619,3592,3237,3.51,16,2,0.01,0.33,0.0,0.52
u6156730370745845483,bot,73,88,6435,497.97,8,5,1.0,0.95,0.8,0.05
u5461899959780682679,human,4524,2160,536,9.27,17,1,0.29,0.38,0.29,0.9
u6327891513072472331,bot,681,40538,7112,210.15,8,2,-1.0,0.92,0.89,1.0
u8140683757314882589,bot,633,68,4924,76.84,44,6,1.0,0.89,0.82,0.15
u4672098832387885938,human,3603,2502,929,2.42,18,0,0.53,0.51,0.19,0.81
u2273457316797889752,human,2498,5060,478,4.41,15,0,0.21,0.31,0.23,0.95
u8967430282127160710,bot,418,66,6005,342.75,5,6,-1.0,0.91,0.79,0.26
u2098372304632988383,human,3459,4140,1421,3.97,25,1,0.75,0.33,0.15,0.47
u3119266214293323842,human,3820,3217,1630,2.37,17,1,0.69,0.44,0.02,0.92
u8222908046187694775,human,2910,2315,2350,2.52,27,0,0.37,0.59,0.57,0.62
u9755241452365550336,human,2214,2758,2281,2.21,11,1,-0.29,0.56,0.01,0.58
u1924907025906493375,human,4520,959,1069,9.12,17,1,-0.16,0.33,0.1,0.93
u5688641658515274373,bot,220,22336,3376,275.1,7,3,1.0,0.86,0.85,1.0
u8250318638942202074,bot,27,40,7326,101.6,7,5,1.0,0.91,0.55,0.03
u8386571893410880716,human,3860,559,531,8.25,24,1,0.27,0.53,0.56,0.43
u6663384384706875392,bot,868,8,6315,199.2,36,3,1.0,0.1,0.7,1.0
u7313992585454181031,bot,659,94,2780,175.4,34,3,1.0,0.99,0.65,1.0
u1480102360894418799,human,3993,3513,2093,3.66,20,1,-0.36,0.44,0.5,0.66
u4588847967121317981,bot,661,36147,9969,148.23,6,6,1.0,0.07,0.26,1.0
u6864926628792898429,human,3594,2146,772,1.78,15,1,0.14,0.37,0.07,0.72
u8418997911517313565,human,4192,3489,1460,5.91,15,1,0.36,0.56,0.4,0.77
u8593191434540389591,bot,466,14031,8319,441.04,32,6,-1.0,0.95,0.65,0.1
u5350375522953608837,human,1469,1796,1123,6.81,17,1,0.68,0.55,0.18,0.71
u6536287018310780722,human,3393,4890,2409,1.27,19,1,0.3,0.51,0.28,0.61
u1812954388069147997,human,2455,1300,765,8.67,18,1,-0.75,0.57,0.13,0.52
u3426595366475895734,human,2777,1840,1818,6.7,18,0,0.44,0.33,0.06,0.47
u4420350391702122334,human,4640,-344,1695,2.18,16,0,0.35,0.43,0.02,0.51
u6617299778736847868,bot,398,18,2203,438.42,5,3,-1.0,0.1,0.63,1.0
u7682284275907843440,bot,79,30612,5888,441.03,30,6,1.0,0.02,0.71,0.06
u9584053902954147964,human,1424,7325,911,4.6,14,1,-0.84,0.35,0.06,0.91
u4695296579016903290,human,3729,2042,2379,5.27,17,2,0.02,0.48,0.23,0.55
u7052148280399026500,bot,96,27216,4294,63.01,42,7,1.0,0.81,0.67,0.18
u3642212321654513290,human,4312,2799,2202,7.7,19,0,0.04,0.55,0.34,0.65
u9886993985154567345,bot,557,42055,8204,417.1,40,5,-1.0,0.09,0.62,0.21
u1530002896787600960,human,1692,-726,1958,8.74,14,2,0.5,0.45,0.12,0.59
u8135278539260718904,human,1084,4066,643,3.85,14,0,-0.54,0.38,0.21,0.55
u2616590797127975590,human,2679,2571,-1391,8.13,22,1,0.01,0.58,0.02,1.0
u5559743481268543906,human,4035,3747,249,1.13,12,1,-0.03,0.48,0.1,0.65
u1098786032104798443,human,3149,2971,2729,4.83,26,0,-0.26,0.51,0.17,0.76
u8845101772415899123,human,4909,2751,2194,3.75,17,1,0.04,0.33,0.16,0.84
u9584731594129510524,human,3671,3971,1137,2.59,27,1,-0.44,0.48,0.03,0.66
u5779120498666441268,bot,28,31471,-2479,188.59,9,5,1.0,0.08,0.78,0.2
u2796219418212546831,bot,624,27855,-390,195.91,5,6,1.0,0.1,0.88,1.0
u8230749585249574735,bot,338,89,7873,460.14,42,6,-1.0,0.88,0.7,0.15
u5708972742563188518,human,2892,5153,2624,4.81,11,0,-0.26,0.51,0.18,0.47
u7442061740574006448,human,2765,1360,1731,1.6,16,2,0.17,0.31,0.61,0.5
u6674126148084091381,human,2686,5759,2114,7.57,22,2,0.25,0.46,0.03,0.69
u7216777656300682008,human,4283,6321,324,1.7,23,1,0.53,0.42,0.38,0.87
u4318015867295059314,human,3629,-258,1072,7.78,16,1,0.03,0.37,0.64,0.59
u7041485038929832987,human,4399,1990,936,9.88,27,2,-0.05,0.3,0.37,0.62
u9998745118426190745,human,1135,2552,1710,6.77,22,1,-0.44,0.35,0.06,0.75
u1800983501272665300,bot,345,53,9039,278.35,5,2,1.0,0.01,0.67,0.21
u3545068396914894979,human,2128,8464,2277,9.32,25,1,-0.85,0.34,0.05,0.67
u4684125548589130821,bot,999,88,1489,194.87,5,4,-1.0,0.08,0.81,0.0
