id,label,account_age_days,followers_count,following_count,post_frequency_per_day,avg_word_count_per_post,avg_hashtags_per_post,avg_sentiment_score,reply_to_post_ratio,urls_per_post_ratio,bio_complexity_score
u5569743317940121608,1,399,130,5084,146.59,14,5,-0.4,0.83,0.71,0.32
u6646976540797452376,0,1676,2367,597,7.83,9,0,-0.63,0.5,0.54,0.77
u5873589385767200276,0,604,5406,1654,0.0,27,2,0.11,0.53,0.18,0.13
u5778822944140914020,0,1913,7605,0,4.24,14,1,0.05,0.77,0.1,0.26
u6686230499619742377,0,2225,4671,1442,5.24,1,0,-0.07,0.45,0.22,0.69
u5825659789952488309,0,1973,2220,1155,0.35,24,0,-0.5,0.05,0.66,1.26
u3451406681501722065,1,947,24043,6409,183.35,3,4,0.02,1.27,0.46,0.37
u3840661262471650844,1,1066,0,5499,131.48,4,3,-1.07,0.53,0.98,0.74
u6886817493636577276,0,2344,5887,1555,9.46,18,0,0.13,0.17,0.16,0.56
u4547599752817894560,0,745,4196,1976,1.48,15,1,0.64,0.14,0.28,0.87
u8269598818523770945,0,1609,587,1520,7.4,27,0,1.49,0.04,0.35,0.34
u7625139636157566677,0,1445,3035,1857,0.0,11,0,-0.14,0.19,0.26,1.0
u6842422257916675245,0,1419,2152,1112,4.77,19,1,-0.37,0.53,0.25,0.3
u1577683963251366899,0,3712,3034,1123,9.92,23,3,0.91,0.36,0.27,0.52
u5172411800043091262,1,1121,407,4574,141.17,3,6,0.27,0.33,0.65,0.48
u3065253478102499037,0,59,4653,1879,3.82,20,0,0.02,0.6,0.15,0.74
u1376499778925471655,0,2731,3194,1410,0.0,10,2,-0.77,0.32,0.73,0.46
u3708196300665236033,0,654,3258,870,8.92,4,1,0.2,0.32,0.02,0.66
u6556727805380513206,0,1784,4978,1741,7.34,13,2,0.08,0.6,0.22,0.83
u2919719534167437731,0,1140,2218,0,8.66,19,1,-0.04,0.86,0.33,0.56
u5872002816839455046,0,1849,3668,0,0.0,25,0,0.48,0.37,0.51,0.39
u2405887109004903374,1,1575,17790,9444,26.03,41,7,0.87,0.25,0.85,0.2
u4967038048356669185,1,220,396,3955,166.22,45,6,0.59,1.06,0.81,0.47
u5035434174356195557,1,1178,14132,2740,18.67,61,7,0.05,0.39,0.7,0.38
u5907099460784857459,0,2819,2982,0,1.57,11,3,0.16,0.61,0.44,0.74
u7827732467677706951,1,906,209,4823,109.71,24,3,-0.08,0.6,0.56,0.25
u5565486669191856194,1,1042,27786,2975,0.0,9,0,-0.43,0.54,0.6,0.44
u9056458607230514128,0,2644,548,2863,1.85,26,2,-0.04,0.71,0.08,0.46
u7615782586446514982,0,1848,4559,695,0.61,16,0,0.13,1.05,0.12,0.42
u9060082065457425926,1,1042,285,4533,137.48,49,4,-0.49,1.44,0.51,0.42
u5560047186147166063,0,2421,1548,124,10.45,14,0,-0.07,0.91,0.14,0.56
u6678917594755426275,0,1857,0,1569,5.93,3,1,-0.42,0.22,0.15,1.0
u4430289959828411654,1,585,0,2574,134.97,11,4,1.12,0.41,0.72,0.29
u8861205454575899451,1,1263,200,4846,37.59,6,3,0.3,0.66,0.74,0.42
u6209832105944195657,0,3261,3801,292,1.25,31,0,0.91,0.69,0.31,0.85
u7502069559751526695,0,1890,2284,3380,5.65,18,0,0.57,0.17,0.23,0.09
u1308052348345896704,0,2646,1463,2351,1.73,23,0,0.49,0.57,0.28,0.39
u2601720946357142690,0,1832,0,655,11.49,24,0,1.0,0.69,0.01,0.77
u8313308692897602735,1,1135,103,3671,305.54,8,4,0.45,0.51,0.76,0.1
u7315774674075901050,0,1941,2729,294,2.85,37,0,-0.69,0.59,0.29,0.75
u9816638608390473463,1,979,29584,5719,174.48,5,5,1.43,1.15,0.86,0.43
u3785509643118454240,0,1231,0,689,0.0,30,0,0.69,0.77,0.42,0.69
u7063137339158590421,0,2134,1223,1181,10.02,11,0,-0.49,0.46,0.18,0.31
u4526658555700181032,1,0,8530,4962,147.22,34,6,0.4,0.62,0.89,0.5
u9029385399198883100,0,2976,1549,0,0.0,18,2,0.17,0.4,0.62,0.74
u8353209656497404104,0,957,1196,1111,4.91,19,0,-0.03,1.18,0.29,0.52
u9969300724857322933,1,1277,25347,883,131.2,10,0,-0.73,0.86,0.68,0.44
u3544720608846354451,0,649,4008,989,6.84,24,2,0.41,0.59,0.41,0.53
u9614635644288066161,0,1750,470,2067,1.06,18,1,0.92,0.28,0.33,0.9
u2719143371488972737,1,2281,9334,1019,144.58,6,6,0.68,0.77,0.58,0.52
u6790965516706575282,1,479,170,6748,169.99,41,2,-1.04,0.7,0.85,0.73
u6541922510553090979,1,1008,22504,0,186.62,9,4,1.18,0.77,0.92,0.32
u6618103299529963283,0,1764,1311,2392,5.01,23,0,0.32,0.34,0.17,0.85
u6450719801201983674,0,2340,541,927,0.63,24,0,0.46,1.28,0.27,1.0
u7668694984333755119,0,1203,2954,2018,8.23,19,0,-0.15,0.3,0.26,0.85
u7023329632336263085,1,253,0,789,239.78,5,5,-1.51,0.84,0.86,0.65
u4185585096989819870,1,1672,90,6366,58.85,28,5,0.61,0.88,0.52,0.24
u7399273404400447025,0,1126,9323,317,10.34,4,1,-0.33,0.65,0.25,1.21
u7159389544548084860,0,1612,1879,287,5.64,23,0,-0.83,0.94,0.19,0.55
u4829326218951317069,1,1455,18878,2375,97.01,3,0,0.85,1.13,0.89,0.32
u3578046388395356856,0,0,2554,676,0.0,26,0,0.15,0.83,0.06,0.28
u3831427044954095755,1,515,75,5261,137.52,41,0,-1.34,0.59,0.63,0.41
u3395281165449033971,1,0,198,6275,25.4,33,8,1.84,0.43,0.8,0.37
u4208509446943529495,1,0,18,0,116.07,41,0,0.19,0.77,0.81,0.16
u8364135437896798703,0,2619,4652,2786,3.33,24,0,0.45,0.29,0.05,0.92
u7787474193248117746,1,160,41017,876,152.41,36,2,-0.18,0.88,0.77,0.24
u3600857620506427367,1,927,21126,2174,0.0,41,1,-0.5,0.94,0.76,0.18
u7598287315112873896,0,1711,1843,0,3.39,20,3,0.27,0.79,0.43,0.4
u7430978341287493886,0,1245,4828,1488,7.38,24,3,-0.72,0.22,0.17,0.36
u6139691490178951856,0,0,0,128,0.0,9,2,-0.36,0.47,0.29,0.75
u1154926014405512543,0,845,5209,265,4.07,23,3,0.13,0.97,0.37,0.58
u2345740844776805231,0,2410,2501,1624,7.14,21,0,-0.3,0.43,0.37,0.82
u6895871985263414937,0,1932,1782,0,9.25,6,0,0.01,0.31,0.25,0.85
u7816223266947381696,1,640,130,0,51.12,25,4,-0.27,0.8,0.78,0.51
u2666706736978009639,1,359,102,2026,57.65,13,10,0.64,0.63,0.68,0.51
u8279789558096479215,1,869,141,3854,85.17,10,5,1.08,1.88,0.58,0.28
u7673919026073146496,0,3654,3067,484,5.63,25,0,-0.35,0.67,0.15,0.9
u7374307603799315438,0,1220,977,1273,3.57,31,2,0.03,0.3,0.29,0.39
u8679369071961203123,0,2922,4332,1758,1.94,24,2,1.06,0.07,0.32,0.62
u9824879091412152330,1,1253,17524,4430,61.76,55,3,1.82,1.4,0.86,0.27
u8512496678386947847,0,2174,3649,1217,5.94,20,0,0.55,0.19,0.56,0.64
u1571971738127019844,0,1668,2916,1574,7.88,23,3,0.45,0.47,0.05,0.73
u4439970994385388571,1,1393,7108,2867,163.23,8,6,-0.33,1.89,0.48,0.57
u5358538009138828919,0,2023,1933,0,5.55,15,1,-0.24,0.57,0.42,0.29
u3096910264617623994,1,1335,29624,4604,0.0,4,1,0.21,1.43,0.7,0.36
u1580982955091099099,1,1780,9727,0,153.29,7,2,0.47,0.99,0.75,0.41
u7933393344184862583,0,2561,4012,691,9.95,20,1,-0.6,0.65,0.38,0.39
u7908275443952173632,0,1886,3583,1155,0.32,25,1,1.2,0.18,0.62,0.32
u5925323871500681003,0,3459,3444,0,7.7,21,1,0.65,1.0,0.46,1.0
u7066246390194133848,0,1963,782,63,2.77,19,1,0.13,0.67,0.45,0.24
u8582765177238556328,1,0,0,7879,115.22,3,8,0.74,0.83,0.94,0.39
u1904005722084661133,0,1711,4099,190,10.5,23,0,0.14,0.01,0.55,1.05
u2456157245374685181,0,2154,1733,1034,0.0,11,2,0.25,0.5,0.14,0.46
u6578747097726658376,0,2162,2655,645,5.47,25,0,-0.4,0.12,0.32,1.02
u2651197238559600825,1,2321,154,2377,164.67,8,2,-0.69,1.19,0.58,0.41
u3116328860944085813,1,2749,12005,0,150.19,43,4,-0.77,1.52,0.47,0.26
u8181544077385676383,0,1613,22,1011,4.76,13,0,1.0,0.29,0.28,0.44
u1452780916682240801,0,2672,3010,703,2.83,24,2,-0.09,0.68,0.33,0.71
u3454583748367623114,0,1901,1705,938,5.34,14,1,-0.19,0.63,0.5,0.9
u5654325587858284592,0,2721,0,497,4.05,12,0,-0.32,0.46,0.55,0.55
u8255115243910578408,1,946,396,7607,131.43,6,4,-0.13,1.06,0.96,0.2
u5911611020830460261,0,2649,3618,0,8.47,8,2,2.16,0.66,0.17,0.42
u7968333512679502910,1,1122,31800,4522,0.0,25,3,-1.28,0.84,0.76,0.49
u4507640904564634260,1,0,0,3203,144.47,45,3,0.29,0.94,0.84,0.71
u7729613240875148757,1,2307,193,2088,95.13,7,0,1.02,1.28,0.69,0.73
u8043188578586490517,0,1786,0,1252,8.48,22,2,-1.3,0.14,0.13,0.58
u4125866773794295002,0,1476,4198,824,1.86,23,1,-0.27,1.47,0.14,0.53
u2273063421530341076,0,3700,3780,1098,1.94,11,0,-1.21,0.34,0.42,0.92
u8305447462499472500,0,3064,1082,1032,8.08,19,0,0.6,0.26,0.21,1.06
u9840767147757033398,0,1954,4250,1327,9.68,16,1,-1.0,0.04,0.18,1.02
u1581436976784502543,1,1221,16088,0,149.88,11,1,-0.8,0.51,0.95,0.41
u1000189720652657617,1,770,27605,5827,0.0,50,4,-0.64,0.12,0.55,0.15
u1591148113154114842,0,2812,111,0,0.0,20,0,-0.03,0.39,0.16,0.69
u9154078563769897600,0,2191,5447,2088,3.47,21,0,0.69,0.26,0.33,0.53
u8119880467168951897,0,1650,1016,1070,10.38,5,1,0.74,0.62,0.03,0.0
u2746714506066236042,0,2880,1126,2314,7.62,28,0,1.3,0.76,0.14,0.41
u5814802038963738397,0,1801,2764,1115,3.0,15,0,-1.03,1.04,0.36,0.59
u5047975067579646728,1,2216,5300,3020,0.0,11,3,0.91,0.61,0.84,0.55
u4403510004759683271,0,1238,2572,1665,5.7,20,0,0.94,0.29,0.18,0.6
u2026349446879945208,0,1072,1654,1665,4.63,23,1,-0.36,0.41,0.17,0.68
u7287428734466479265,0,1177,0,0,1.13,23,0,0.17,0.71,0.09,0.3
u8383626266053167395,1,322,14618,2839,163.54,3,1,0.54,0.56,0.65,0.55
u8553132438662947220,0,2057,3676,887,7.18,5,0,0.53,0.51,0.47,0.77
u5838864286211409285,1,0,184,3171,97.69,10,6,1.08,0.81,0.42,0.55
u2248410426617371503,0,1226,0,1493,7.17,15,1,1.11,0.41,0.33,0.22
u5152576121644135930,0,2723,1650,884,11.42,22,3,0.7,0.84,0.43,0.48
u3209724824328526798,1,158,244,792,261.04,27,3,-0.02,0.25,0.83,0.19
u5819498271236445755,0,1041,4692,1852,7.61,12,3,-0.19,0.0,0.37,0.83
u5665487071896225869,1,53,1462,1499,153.03,8,0,0.04,0.32,0.31,0.23
u7570816068716431025,1,0,6583,5342,21.41,24,7,1.24,1.16,0.8,0.5
u7700579042870981482,0,1048,0,3367,0.0,24,0,-1.12,0.2,0.11,0.54
u4051471421654499517,1,323,50,5524,190.72,9,0,-0.21,0.99,0.81,0.22
u3418018623171294671,1,0,209,3745,92.74,5,3,-1.06,1.01,0.69,0.35
u5321369266062321335,0,3025,0,2029,5.93,10,0,1.07,0.27,0.33,0.89
u5839956435751298180,1,339,12396,0,112.93,2,5,-0.28,0.28,0.85,0.07
u1528676781776555901,0,1947,4490,785,3.81,14,0,0.4,0.26,0.28,0.49
u1440033352870210638,0,2187,2120,1134,3.1,19,0,1.2,0.54,0.16,0.24
u3844303189151467191,0,1981,3034,2580,8.8,21,0,-0.13,0.57,0.06,0.2
u5746800430498964718,0,2438,0,2655,6.15,21,1,0.04,0.36,0.16,0.58
u4279970545245650196,1,0,274,6284,130.84,51,4,2.5,1.27,0.84,0.6
u8309881905888967226,1,1623,6598,1669,244.2,12,5,-1.74,0.9,0.57,0.49
u1443361268554018773,0,2625,6789,570,0.0,26,0,0.02,0.0,0.06,0.46
u1611562830015953543,0,3083,4449,907,6.38,17,2,2.13,0.0,0.49,0.86
u2411388818455955119,1,781,15432,6689,104.91,2,1,0.75,1.45,0.75,0.19
u6781702250723061492,0,1907,2181,2097,4.06,18,0,1.7,0.0,0.12,0.78
u5033930207757574467,1,66,154,0,151.84,54,9,-0.07,0.78,0.72,0.39
u4766367436812329647,0,2640,5107,972,5.37,22,1,-0.22,0.47,0.28,0.65
u2607317134031225013,0,2476,1964,2216,8.77,18,1,-0.18,0.73,0.33,0.35
u2001407148511560902,0,1756,4526,811,1.11,23,5,-0.26,0.47,0.21,0.92
u7338495617082740284,0,3160,78,1997,1.28,13,0,0.11,0.84,0.15,0.23
u7593227888237033328,1,517,123,621,263.57,38,2,-0.16,1.15,0.6,0.21
u2338564177624349441,0,2479,2190,422,11.25,22,1,1.02,0.45,0.58,0.73
u1799073556187943289,1,1509,20830,7083,107.81,28,8,-0.73,1.04,0.54,0.22
u8218572939348130740,1,688,13016,2784,13.37,11,5,0.21,0.65,0.62,0.2
u2199956018559337132,0,2641,3311,966,10.44,20,0,-0.35,0.47,0.18,0.58
u2278233509606006507,0,1755,5532,1374,4.3,23,0,-0.01,0.0,0.23,1.07
u5426221692567305408,1,263,97,5960,216.12,39,1,-0.26,1.59,0.48,0.36
u6662382962187342504,1,0,19860,5475,75.17,3,5,1.19,1.19,0.42,0.66
u7280827589475375200,1,0,230,4964,0.0,54,8,-1.06,0.61,0.8,0.56
u4808458753299252843,1,1508,10149,4918,37.56,37,4,1.34,0.82,0.26,0.51
u6226842982654772483,0,2016,4329,224,7.08,21,4,0.03,0.11,0.26,0.0
u5830213178135778382,0,1772,4040,0,4.61,28,0,-0.73,0.0,0.31,0.59
u2349824312191855806,1,1971,20988,0,71.16,19,5,-0.62,0.88,0.7,0.65
u2281285779543182836,0,2461,5576,1916,8.91,10,2,-0.05,0.52,0.51,0.7
u9018301967725881998,1,881,15690,4787,197.51,36,7,-0.34,0.86,0.47,0.2
u5259251276771844997,0,2399,1424,2173,0.0,3,2,-0.43,0.62,0.13,0.02
u9650274513352754264,1,227,0,7423,230.73,54,2,-0.33,1.44,0.76,0.2
u9371166646717352191,0,1369,4302,1669,0.41,8,1,-0.05,0.15,0.04,0.43
u8525737468774300830,0,2777,1640,1183,15.35,17,5,-1.48,0.0,0.29,0.66
u7001785263858001085,1,1168,201,0,68.81,55,0,0.64,0.0,0.95,0.27
u6641847730445520657,1,543,10166,6078,217.84,38,0,-1.31,1.17,0.5,0.53
u6329842799088851813,1,1106,28636,1642,134.09,52,5,-0.65,1.59,0.71,0.68
u4527446738005121932,0,2472,2709,1319,8.58,14,3,-0.66,0.55,0.63,0.46
u8505912837535877513,0,3095,4430,1022,6.94,10,3,0.14,0.26,0.06,0.0
u4532617978082000073,1,554,137,6470,111.24,10,0,-0.11,0.74,0.94,0.08
u4305432460138879008,1,667,103,6846,177.36,54,3,-1.11,0.8,0.71,0.41
u4741154878042444284,0,691,3726,1135,6.72,13,1,-0.1,0.34,0.28,0.99
u1293218479384785537,0,1398,1538,0,2.39,21,0,-0.39,0.27,0.19,0.98
u1375123991925684717,0,2238,2795,1989,0.0,20,1,0.55,0.68,0.25,0.18
u2451764333215660272,0,1804,0,2333,0.0,14,2,1.08,0.43,0.2,0.59
u4098123422635554750,1,21,5490,6862,30.25,15,2,-0.81,0.66,0.6,0.6
u6303724613318894761,1,0,211,2164,9.63,44,0,-0.22,0.99,0.61,0.3
u7694063786664039097,0,1359,510,0,4.65,9,4,0.56,0.78,0.38,0.0
u2556298721482020053,0,1396,1568,842,3.3,8,0,0.21,0.2,0.37,0.59
u4365943383839041521,1,1155,12774,552,101.78,36,9,-1.07,0.92,0.96,0.49
u3111248004584602464,0,1823,4781,31,4.17,20,1,1.32,0.81,0.21,0.0
u8333936513051854982,1,2481,12227,0,303.87,4,0,-0.67,1.23,0.62,0.13
u7178619757571966729,0,2353,7076,2079,6.29,14,1,-0.09,0.63,0.11,0.0
u7983090000429278689,0,3014,4834,1641,7.21,12,1,-0.7,0.18,0.61,0.81
u5145719242810183547,1,503,10292,1743,18.23,27,2,0.85,0.44,0.44,0.57
u3960762630806836545,1,201,0,6177,8.98,18,0,-1.55,0.75,0.83,0.41
u1678115785947060077,1,434,12788,0,18.13,6,4,1.23,1.76,0.77,0.14
u9687626993774680438,1,738,323,1565,109.38,33,2,-1.57,1.42,0.48,0.18
u1932047793052310009,0,1842,4009,581,0.0,15,0,0.83,0.37,0.21,0.93
u6943892556421218973,0,2869,3466,0,6.93,21,3,-0.46,0.64,0.48,0.68
u4040411144248631547,0,1696,3015,1707,1.49,38,1,0.43,1.1,0.06,0.9
u7765339188999326887,0,2465,2226,1665,0.52,16,0,0.55,0.93,0.49,0.65
u2414084977376822746,1,2079,255,7853,208.73,4,7,0.11,1.21,0.9,0.34
u5070093617940187101,1,361,234,3803,242.19,51,4,-0.3,0.86,0.86,0.47
u2617383645692787437,1,1424,9294,3845,162.99,4,0,0.81,0.46,0.59,0.66
u2352580132876209304,0,1067,728,76,7.79,1,0,-0.03,0.58,0.5,0.73
u4138610659189974876,0,1213,3128,0,4.06,22,0,0.37,0.8,0.58,0.45
u4676982173985619144,0,1503,1764,0,0.0,19,2,0.7,0.51,0.06,1.22
u4600642023908133455,1,407,0,2128,7.94,9,1,0.99,0.41,0.84,0.41
u7904685341277911563,1,1469,13015,2959,26.93,43,0,-0.56,1.07,0.58,0.05
u9569742082232751162,1,1976,31721,252,144.7,35,2,0.64,1.44,0.97,0.4
u8387529199659115316,1,1106,20616,1818,122.95,4,3,0.53,0.57,0.93,0.41
u5762682864184416877,1,1338,0,4260,147.28,8,8,-0.5,0.93,0.73,0.42
u5735021993200272775,1,0,17696,327,50.12,15,4,-0.25,0.48,0.65,0.21
u6634299077835725741,1,448,268,3466,64.2,9,7,-1.04,1.25,0.65,0.18
u7015653936465035374,1,2451,187,0,139.59,5,5,-0.52,0.7,0.92,0.32
u2930576870604015406,0,2235,3448,2259,1.98,12,4,-0.08,0.0,0.26,0.9
u8507526755325756307,0,1278,2687,849,4.76,14,0,0.64,1.13,0.33,0.71
u9735220819056236953,1,960,13583,4764,57.95,9,9,0.13,1.38,0.66,0.57
u3722919984539306140,0,3743,5612,1158,7.86,18,0,0.75,0.28,0.14,0.79
u5759217364445377563,1,989,0,4229,277.79,1,3,1.65,0.29,0.77,0.64
u1870667860544033777,0,1174,3877,17,7.2,24,0,-0.07,0.68,0.45,0.75
u3424113507625790955,0,2080,4142,2966,2.03,15,2,0.68,0.45,0.44,0.88
u1623691934510146186,1,2017,396,3644,86.97,3,7,0.25,1.0,0.59,0.1
u9838727795283495344,0,1701,6141,1231,7.15,32,3,-0.13,0.51,0.33,0.6
u1035061453611978809,1,293,14854,2497,173.66,63,0,-0.43,1.19,0.52,0.48
u3957676393697094466,1,1855,0,5972,148.0,7,0,1.8,0.89,0.86,0.38
u2556020644707676876,1,795,10727,5842,153.19,17,6,-0.64,0.9,0.75,0.59
u8021719045173197463,1,0,13753,4432,144.79,39,0,0.04,0.96,0.63,0.16
u8573323560077729533,0,2888,3262,1096,2.76,29,3,1.34,1.03,0.16,0.62
u7838117166361348264,0,1690,6190,2573,6.72,21,3,1.06,0.41,0.33,0.28
u1900837808614214293,1,536,155,2059,139.68,7,4,0.25,0.95,0.83,0.34
u4443698936149960717,0,1898,769,0,0.0,7,0,-0.51,0.71,0.08,0.87
u1642447196981210840,0,976,2243,1846,3.8,27,3,-0.0,0.02,0.63,1.45
u7521937085349013282,0,2582,4983,475,17.0,14,4,0.58,0.77,0.17,0.54
u1950187167979733897,1,1009,0,5425,13.3,9,6,-1.08,0.47,0.62,0.36
u5720319020388340812,0,2869,329,620,6.81,25,0,-0.36,0.31,0.21,0.14
u1570128158633807876,1,899,16676,5299,16.41,40,5,-0.86,0.96,0.9,0.8
u3567561109293682049,1,1094,8560,6749,109.27,8,1,0.12,1.11,0.77,0.6
u8734102136322462864,1,431,27,2589,60.65,41,2,0.06,0.79,0.67,0.19
u3553280585053634535,0,2950,1943,616,7.69,28,0,0.22,0.61,0.16,0.69
u6212804160421500113,1,0,230,6189,195.93,6,9,1.67,0.66,0.9,0.3
u6984806255597995761,0,2289,1554,868,1.87,8,0,-0.02,0.53,0.2,0.41
u2288688625170403049,1,504,25040,6429,144.57,9,0,1.43,0.36,0.67,0.28
u5795778414457182870,1,202,0,4394,29.75,35,7,0.96,0.79,0.87,0.18
u2389130046527273720,1,1069,250,7030,15.66,6,0,0.28,1.5,0.91,0.36
u4332071276459826869,1,1109,7274,1805,0.0,49,5,-0.21,0.4,0.7,0.63
u5143641922071405521,0,2193,2294,822,14.97,22,0,-0.26,0.61,0.6,0.55
u2525686498554026347,1,0,278,1930,113.45,6,6,0.07,0.85,0.72,0.31
u4277133875637471862,1,850,11277,4937,42.69,48,5,0.24,1.07,0.91,0.86
u2292898244714665661,1,1460,20424,6408,40.22,44,6,0.07,0.72,0.67,0.37
u3006967031679244799,1,695,0,948,32.0,41,6,-0.62,1.13,0.57,0.58
u3201962713561190417,0,3160,2297,3220,8.2,25,2,0.07,0.27,0.13,0.11
u7219871971516780157,1,2336,38,8425,50.06,12,5,0.68,0.98,0.86,0.53
u8642197605542629844,0,2670,2235,1780,7.18,28,4,0.98,0.39,0.08,0.76
u9862579727662314384,1,827,21110,13000,0.0,7,2,0.54,0.96,0.88,0.66
u5674468174391056416,1,1456,0,3769,131.48,47,4,0.79,1.18,0.88,0.56
u7166865862430226161,1,1019,19525,3192,5.35,12,6,0.69,0.78,0.73,0.09
u3724714320676657371,1,870,66,3324,0.0,8,0,0.57,0.64,0.52,0.56
u9689359827275272949,1,1426,0,4282,165.36,34,5,-0.79,0.84,0.61,0.12
u3403538954638067333,1,1002,190,4228,211.54,0,4,-1.65,1.02,0.61,0.38
u7222282481718895025,0,1929,3171,1673,12.91,13,1,0.34,0.77,0.07,0.24
u2039881903152024386,1,621,729,10518,196.19,54,4,-0.3,0.0,0.84,0.12
u5651088143221930353,1,1007,11488,3737,109.04,31,4,0.62,0.26,0.6,0.34
u5486454449269216256,1,1121,157,3076,57.04,7,7,-0.46,1.13,0.76,0.63
u8742446004939802295,0,2024,1764,841,0.94,1,1,0.66,0.44,0.1,0.57
u8538119040659585328,0,2972,4328,1284,6.02,21,1,1.07,0.21,0.28,1.09
u7185791963788796947,0,1946,5637,1280,4.75,12,2,1.17,0.69,0.15,0.17
u9641414568665586163,0,1685,0,1032,7.57,5,1,0.46,0.8,0.1,0.0
u1339186780392272894,0,2298,2243,1588,3.9,14,0,0.07,0.36,0.27,0.56
u4204151824850510911,0,1640,3831,538,0.0,15,0,0.15,0.53,0.36,0.58
u1676601412013930938,0,2653,3429,178,4.45,19,1,0.22,0.19,0.28,0.07
u5255473110912286189,0,1736,6503,177,10.8,23,1,0.37,0.51,0.2,0.8
u5694730890664959674,0,1485,3118,0,6.56,24,0,-0.58,0.75,0.27,0.63
u8071730510716195721,0,2181,1559,1617,10.79,10,1,-0.28,0.83,0.22,0.39
u9610040508751101171,1,723,0,2218,31.11,5,5,-0.3,1.07,0.58,0.52
u8631389488566361376,0,1396,875,0,3.49,15,0,0.16,0.54,0.36,0.21
u7577172119295720225,0,1785,4221,0,7.65,22,1,0.29,0.86,0.49,0.77
u4376469913930428308,1,0,17681,6105,60.77,4,0,0.29,1.35,0.65,0.34
u5424810419933721730,0,1702,0,2239,13.13,25,0,-0.52,0.28,0.12,0.47
u6382830135752730115,0,2427,4647,0,0.0,27,2,0.37,0.06,0.43,0.74
u8640896803589619839,1,1313,51,3314,8.39,27,5,-0.84,1.33,0.57,0.48
u1635668029020787203,1,870,11681,5901,35.01,17,0,0.17,1.15,0.61,0.26
u3507026613741369566,0,1553,2740,0,10.37,21,1,0.01,0.32,0.1,0.73
u9977549847046795947,1,1619,21705,4625,92.77,9,0,2.34,1.32,0.75,0.3
u7281186991896048297,0,2543,2085,378,6.34,18,2,0.26,0.21,0.15,0.9
u5107696962441517794,1,0,220,8401,185.26,30,7,-0.02,1.41,0.39,0.38
u8731695664178788505,0,3262,4552,350,6.97,18,0,0.65,0.4,0.06,1.52
u3846728923255405510,1,0,119,1964,102.78,12,0,-2.2,1.25,0.63,0.68
u6004433189312854835,1,1239,397,3383,128.13,29,4,0.26,0.89,0.61,0.44
u8788562946534733585,0,2016,2693,2208,5.85,20,0,-0.71,0.67,0.45,0.48
u8852761760771100045,0,2370,1988,362,4.33,11,1,0.15,0.39,0.55,0.46
u8337918720568395542,0,1741,4598,1869,3.94,33,0,-0.3,0.31,0.07,0.48
u4645707762289601620,1,244,22204,4218,55.76,34,10,-0.52,0.65,0.63,0.54
u1298314838253346429,1,964,0,6231,19.54,34,5,1.44,1.32,0.76,0.1
u9145190578715919328,0,2794,2247,183,1.04,21,0,0.5,0.64,0.36,0.46
u9338607289509178493,1,1050,17481,5815,290.53,42,4,1.29,1.59,0.58,0.23
u6015917826189642799,1,0,1758,7962,138.41,5,0,1.09,0.84,0.95,0.47
u6099198832537957022,1,2285,0,4200,183.86,9,4,0.09,0.33,0.54,0.14
u1405836783231846249,1,734,20217,6073,179.3,35,0,1.12,1.99,0.33,0.08
u5790979865246056210,1,1012,19296,5698,104.39,38,9,1.12,0.86,0.66,0.47
u5347906445324259732,0,1978,2233,2491,4.68,17,0,-0.07,0.65,0.14,0.51
u9616673360379104881,0,1726,2178,0,8.05,28,1,1.1,0.29,0.13,0.67
u7409706098201814181,1,377,4150,4745,195.45,1,2,-1.14,0.21,0.9,0.51
u7687111641636512734,0,1536,0,1212,12.91,21,0,0.3,0.52,0.37,0.49
u6858290483296255594,0,56,0,1595,8.31,18,4,0.86,0.66,0.14,0.11
u7641350775793115111,0,2223,2386,1300,14.6,8,4,-0.52,0.18,0.18,0.01
u3160704287938036623,0,226,1683,2022,3.94,4,1,0.34,0.79,0.03,0.85
u3707462177075839142,1,1537,15483,0,125.31,2,4,-0.74,1.26,0.5,0.33
u8821756214884360670,0,1017,5140,2747,2.59,27,0,-0.27,0.58,0.23,0.24
u8522755486545486736,0,3193,5591,1054,10.69,17,1,0.33,0.48,0.33,0.59
u9385693570916866210,0,2430,0,1525,4.89,28,0,0.59,0.0,0.23,0.95
u1084258070477147344,0,2150,6306,1672,7.88,7,1,0.7,0.36,0.29,0.85
u8706440354727615412,0,2435,2944,300,7.25,20,1,0.95,0.92,0.35,0.69
u6347794633127390700,0,2522,1008,1227,1.82,13,3,-0.56,0.55,0.07,0.85
u4704868625341555780,1,528,182,7231,75.83,7,6,1.88,1.0,0.69,0.23
u9920726816943291943,0,1595,4066,80,0.97,16,0,0.87,0.67,0.33,0.67
u9615926688102532304,0,1252,2864,122,9.75,24,0,-0.87,0.2,0.03,0.85
u5701967401548829334,1,1195,5199,806,216.82,4,10,-0.14,1.32,0.58,0.37
u1539426518648764076,1,695,12540,1922,172.75,50,5,-1.46,0.74,0.88,0.48
u1365523393699964279,0,1184,4241,1771,5.93,3,4,-0.08,0.44,0.2,0.21
u4936740702069394413,1,311,137,6466,156.04,8,3,-1.08,0.48,0.26,0.21
u9212647823439403113,1,1669,11,0,34.41,13,6,2.0,0.77,0.69,0.53
u3947574147007881830,0,26,1454,988,10.7,10,0,-0.31,0.21,0.09,0.92
