id,label,account_age_days,followers_count,following_count,post_frequency_per_day,avg_word_count_per_post,avg_hashtags_per_post,avg_sentiment_score,reply_to_post_ratio,urls_per_post_ratio,bio_complexity_score
u3567735575315871038,1,1023,138,5601,29.23,5,2,-0.76,0.1,0.84,0.39
u8378905515106750104,0,2547,964,315,3.99,21,4,-0.62,0.77,0.08,0.53
u3701281068014699811,1,0,12657,6972,172.03,53,1,1.39,0.97,0.59,0.3
u7209147677651380958,1,1004,34544,7347,6.62,47,4,-1.29,0.54,0.75,0.18
u5961824981291407910,1,157,22122,2390,127.72,36,4,-0.55,0.59,0.88,0.27
u1652856058108380506,0,868,0,5,7.51,18,1,-0.66,0.17,0.24,0.73
u5685760301076421195,1,0,26635,2734,102.33,39,5,2.16,0.97,0.56,0.65
u8979030275465291661,1,1080,17142,7047,106.24,34,7,-0.86,0.45,0.82,0.32
u2892032676579220097,1,1781,7802,5763,71.9,32,5,-0.13,0.93,0.8,0.49
u8937581788050863566,1,168,121,193,81.42,43,8,0.06,0.39,0.83,0.49
u8519636087977074765,0,2909,4440,2480,7.17,14,0,0.3,0.27,0.07,0.54
u8003190539701805557,1,810,21622,4549,140.83,8,5,0.39,0.63,0.55,0.38
u9841537724667719833,0,993,990,1075,2.03,22,1,0.74,0.67,0.29,0.42
u1977888401077450624,1,367,0,6464,77.07,1,5,-1.78,1.25,0.67,0.34
u9743324422544717321,1,62,18511,3984,116.25,10,3,0.43,1.21,0.85,0.14
u6218361612202840516,1,364,28888,2864,22.07,4,1,1.32,1.53,0.75,0.44
u2340198832384128946,0,620,4835,1132,6.36,22,0,0.8,0.0,0.41,0.64
u1043307762355077074,0,3294,3355,1793,3.71,17,1,0.47,0.5,0.52,0.0
u1104712061321004043,0,2052,2512,1642,13.58,8,1,0.43,1.2,0.48,0.59
u5182863904270595184,0,2059,0,3211,13.32,20,0,0.48,0.3,0.1,0.88
u9046754097295322772,1,1335,106,1956,220.88,11,4,-0.14,1.53,0.66,0.26
u5269239836980990173,1,76,21,8213,214.84,11,1,-0.82,0.83,0.72,0.37
u4173472731631654378,0,2379,2364,923,4.48,10,1,0.39,0.09,0.1,0.51
u7550631670206243871,0,2414,641,0,0.0,20,0,-0.03,0.37,0.28,0.42
u4592982793499305319,0,1004,1840,1222,2.33,18,1,0.37,0.31,0.02,1.05
u6247918060637769054,1,636,15424,5005,0.0,16,4,-0.61,0.85,0.73,0.18
u4995912476714216207,1,774,8705,6226,195.14,9,1,0.58,0.91,0.74,0.7
u5057550557760473586,1,1564,1,6138,98.71,49,5,1.72,0.84,0.77,0.44
u9407258893004292336,0,911,54,0,10.35,25,0,0.08,0.03,0.14,0.43
u8448567895605925996,0,3645,1558,2155,8.04,15,0,0.23,0.25,0.33,0.83
u5164667094965446623,0,2084,2575,0,3.03,31,2,0.2,0.96,0.32,0.67
u8315758551175426512,1,876,19952,6371,198.02,26,3,-0.99,0.55,0.83,0.8
u6521791646326480395,0,987,2088,0,4.14,12,2,-0.09,0.43,0.33,0.31
u4576874606412474085,0,1745,2053,64,0.8,22,3,1.02,0.27,0.19,0.9
u4291745703618116657,1,538,4,3742,61.94,0,5,-1.54,0.66,0.84,0.06
u7124039064090790454,1,969,17002,5701,111.12,16,1,-1.1,0.81,0.82,0.46
u3481591849687892714,0,1370,1419,2260,8.13,14,1,-0.98,0.17,0.2,1.14
u7687083009773218825,0,630,1662,0,4.15,10,0,0.11,0.44,0.39,0.77
u8830115376017378024,0,0,3094,751,3.07,36,2,0.19,0.82,0.1,0.5
u8952824986475852474,0,1668,3084,339,0.0,18,1,0.33,0.0,0.31,0.51
u2576820288887202031,0,1446,4867,2827,7.57,16,0,0.48,1.12,0.17,0.86
u9059181156498086988,0,3516,4261,577,8.43,21,0,0.24,0.46,0.22,0.82
u3228345433478398662,1,1320,220,3175,180.22,48,3,0.18,0.64,0.59,0.31
u1567271104372318241,1,931,45,5566,38.59,35,4,-1.24,1.21,0.87,0.74
u6009935234014743054,0,1130,3397,1223,6.92,20,1,0.03,0.66,0.21,0.59
u6698453709822819483,0,2163,2628,875,9.12,17,2,-0.03,0.42,0.31,0.37
u7712743301969565806,1,1170,9792,4437,0.0,21,0,0.2,0.35,0.74,0.4
u1593502684984923296,1,1564,33389,5090,184.4,43,5,0.05,1.32,0.3,0.28
u1616637555525103874,0,1583,3784,202,6.9,19,1,0.43,0.44,0.2,0.65
u3189066746403395568,0,1242,1396,2262,0.0,17,0,-0.41,0.92,0.42,0.79
u8867821400566028981,1,1240,27342,1766,39.52,12,3,-0.17,0.8,0.72,0.16
u7920534272174144899,0,1077,4815,1070,4.99,21,1,0.61,0.55,0.19,0.84
u5611066726963311156,1,114,149,3292,0.0,60,0,1.71,1.05,0.84,0.39
u9152119330988518594,0,1890,3820,0,0.08,17,2,0.17,0.69,0.41,0.69
u1635938149832655816,1,447,15411,2935,170.3,6,4,-0.94,0.87,0.65,0.39
u4925072813458340052,0,1935,3023,1250,7.62,34,0,-1.18,0.75,0.04,0.64
u9494108391568311411,0,1199,6146,387,9.67,15,0,-1.01,0.57,0.33,0.52
u2256711985219030944,0,2075,2389,1060,6.79,17,1,-0.03,0.67,0.44,0.5
u3074809425724413710,1,417,103,6126,70.78,41,0,-1.12,0.89,0.67,0.43
u8543222430518328072,0,1437,6653,444,7.46,8,0,1.11,0.45,0.41,0.82
u8206089048243366125,0,897,4728,1328,0.0,12,0,0.42,0.0,0.62,1.31
u8258158141732524882,0,1714,4118,1294,10.21,20,3,0.86,0.63,0.41,0.28
u9696165753521297218,1,748,24,0,0.0,15,4,0.24,1.42,0.86,0.28
u7677919042725591700,0,3112,2115,1321,3.55,18,0,0.11,0.76,0.21,0.65
u5706294950559031923,1,571,134,3922,135.13,6,1,-0.65,0.7,0.69,0.11
u8809935074479847352,1,910,225,6249,49.75,50,8,-0.88,0.49,0.77,0.36
u6787038326583573201,0,2381,6767,224,9.64,22,3,0.27,0.98,0.22,0.62
u3538325925350916317,1,1397,42344,9114,73.25,12,2,0.13,0.0,0.69,0.29
u6489687206018049569,1,0,197,3199,176.47,51,0,0.11,1.26,0.83,0.22
u1666359106410173283,0,1461,5936,1874,2.81,9,4,0.45,0.79,0.04,0.84
u8144849180214577557,1,581,151,5827,179.23,11,8,0.78,0.7,0.95,0.72
u9683436141916769545,1,644,111,3700,65.11,43,4,-0.61,1.17,0.77,0.07
u7948905678539072413,1,2482,27147,0,95.31,58,4,0.2,0.38,0.45,0.34
u6576477895239983585,1,291,40727,1492,104.56,32,9,1.35,1.11,0.91,0.63
u6094852539924760709,0,3119,4426,405,15.86,23,2,0.52,0.54,0.25,0.75
u5729014915573603840,1,912,9979,1693,180.77,6,6,-0.73,0.0,0.67,0.22
u2236828304991288046,1,223,225,4159,129.95,31,0,-2.03,1.2,0.43,0.18
u4001796188575347757,0,998,1108,568,6.09,26,0,0.58,0.67,0.57,0.69
u2193113442760266116,1,1280,11070,2927,229.41,12,0,0.33,0.74,0.63,0.18
u4307470138510639608,1,533,215,3009,47.95,45,0,-0.52,0.41,0.44,0.62
u7565301891218961016,0,723,3389,2123,3.8,16,0,0.03,0.0,0.23,1.13
u9453870981171537511,0,1776,4275,91,1.45,18,1,1.01,0.0,0.19,0.54
u7811386624941567344,0,1976,1276,499,2.02,16,2,0.53,0.36,0.49,0.8
u9465810717598123569,0,1604,5071,592,2.95,24,1,0.02,0.06,0.13,0.39
u6865163735311783151,0,760,2024,1362,2.39,8,3,1.21,0.71,0.35,0.76
u4963080213529295575,1,0,17137,5468,0.0,7,8,-1.38,1.09,0.9,0.13
u8339697194036555768,1,0,9060,735,188.3,47,2,1.61,0.34,0.42,0.24
u2555671618617911840,0,1907,5433,1518,7.53,17,3,0.76,0.8,0.23,0.34
u8340821895736347370,1,103,136,6397,255.97,5,5,-0.47,1.07,0.77,0.8
u3815604593799726825,0,934,3037,702,20.53,24,0,0.13,0.49,0.2,0.66
u3759511854165701690,0,4217,2107,0,5.06,26,0,-0.78,0.85,0.4,0.63
u9407577818030973000,0,1900,5007,0,4.63,21,0,0.67,0.64,0.7,0.01
u7020376498214160070,1,653,7226,3748,214.6,30,7,-0.33,1.21,0.68,0.47
u4476200239078108162,0,2068,0,104,0.0,16,0,-0.03,0.81,0.13,0.6
u9778341568836193705,1,831,392,110,97.63,6,1,-0.85,2.05,0.93,0.55
u7713333631053916959,0,854,5283,0,0.81,27,1,-0.67,0.66,0.33,0.96
u2050659952845842773,1,1782,8304,5079,37.15,7,11,0.7,0.96,0.87,0.1
u1852713072587019272,0,795,4996,859,0.0,14,1,-0.19,0.6,0.2,0.57
u9839430504134425967,0,1805,1057,2504,5.13,22,3,1.28,0.63,0.54,0.4
u6998277094344132267,1,1302,105,5848,147.77,13,1,0.57,0.96,0.74,0.5
u2412440432157484443,0,2255,3663,2213,10.28,14,0,1.27,0.46,0.35,0.39
u3760687827040395028,1,468,31488,2823,192.26,41,3,1.42,0.68,0.71,0.41
u4918074279509881239,1,898,229,5763,74.39,3,1,0.24,1.34,0.23,0.42
u8891279543197147951,1,687,79,2085,37.54,40,7,-0.47,0.65,0.72,0.21
u4260233281205358815,0,176,4855,239,0.44,2,1,-0.67,0.54,0.35,0.95
u8301613905674586737,1,44,208,6165,0.0,39,0,-0.51,0.13,0.95,0.17
u9905759091010159098,1,156,0,2988,121.47,36,5,-0.66,1.4,0.89,0.38
u6131084537800101740,0,2175,0,0,1.12,26,1,1.28,0.77,0.22,0.86
u5730979573451502941,0,48,5033,0,10.19,14,0,0.13,0.28,0.61,0.49
u9409479892345605703,1,425,0,3910,131.35,8,1,-2.26,1.34,0.79,0.37
u5071058839540797658,1,1016,6178,5168,0.0,40,0,-0.51,0.44,0.7,0.3
u7221296744854948940,0,422,2552,1400,3.46,15,2,0.12,0.31,0.14,0.16
u2881175601063448896,1,798,7075,0,10.93,35,2,-0.99,1.34,0.58,0.09
u7529348009823959709,0,1530,2926,1778,2.51,2,0,0.63,0.29,0.29,0.66
u4926876521617830266,0,1354,3051,0,4.49,28,2,0.36,0.58,0.43,0.68
u6956070813245694721,1,0,188,3055,0.0,28,9,0.08,0.37,0.77,0.04
u4908082511324675800,1,818,13,9989,190.07,30,1,0.8,0.62,0.74,0.67
u9789113681571008232,0,910,0,646,7.15,11,2,1.31,0.38,0.66,0.39
u6416700032102637806,0,2374,3668,980,7.24,17,0,0.34,0.53,0.2,0.44
u7397180209891726021,0,2421,981,267,8.13,28,0,-0.89,0.79,0.52,0.67
u3448456909155106524,1,1737,0,5566,143.38,0,3,0.08,1.71,0.76,0.36
u1395851771825178375,1,1065,7596,5463,195.22,7,8,-0.16,1.29,0.63,0.21
u1767561698775826770,1,2046,218,0,114.04,10,0,-0.25,0.59,0.8,0.59
u1610946221919442071,0,3964,2638,478,6.47,15,2,-0.13,0.11,0.15,0.76
u5305411963832376131,1,538,1691,240,41.84,24,4,0.46,1.71,0.73,0.45
u3666928724277302811,0,2871,4492,2191,5.65,17,1,0.13,0.44,0.23,0.44
u7318507669375802655,1,469,11141,4098,138.8,7,0,0.43,0.77,0.85,0.48
u2825707026313226557,1,2283,7495,7798,107.38,59,3,0.1,0.62,0.83,0.18
u5091079280780757991,1,1285,106,8725,173.61,4,1,-0.32,1.24,0.88,0.45
u1310492475810371024,1,517,0,4360,195.14,36,0,-0.89,0.3,0.75,0.44
u8987219137442008110,0,3347,2415,369,5.95,18,1,1.0,0.41,0.3,1.17
u7930744823835996234,0,735,4572,0,4.78,25,0,-0.94,0.17,0.12,0.75
u4462129841008306360,0,1735,3632,1586,4.72,3,0,-0.65,0.85,0.53,0.25
u9868314201814971566,1,0,68,0,0.0,36,8,-1.11,1.22,0.53,0.87
u9180194267697625867,1,1661,16528,1885,217.65,4,6,-1.07,1.07,0.64,0.74
u8793805012367987974,0,2337,2304,771,0.92,19,1,-0.34,0.76,0.3,0.71
u7552040727818948987,0,2765,2897,0,12.0,0,0,-0.71,0.37,0.59,0.45
u4915929715406829054,0,3637,980,1714,3.82,15,0,-0.07,0.62,0.06,0.5
u5086850089494962299,0,1633,0,1032,13.7,25,2,0.76,0.78,0.1,0.95
u9151025817510303845,1,1086,23140,5767,65.21,36,7,-0.6,1.07,0.93,0.08
u6559941852431493065,1,1023,300,2753,86.35,7,3,-0.93,1.05,0.88,0.35
u7077928943033216409,1,302,13257,5462,102.85,35,3,-1.42,1.45,0.75,0.56
u7854070065069654068,0,959,5343,1317,0.0,22,0,-0.69,0.57,0.35,0.7
u9583976666196739256,0,2878,1014,212,9.11,26,3,1.17,0.33,0.24,0.46
u1039822093022853462,1,1128,298,2674,28.14,6,3,1.5,1.26,0.94,0.5
u7867248167783493982,1,213,14007,3254,206.77,5,3,0.82,0.88,0.53,0.25
u6579036972227232701,0,2001,4393,1013,0.0,10,0,-0.26,0.33,0.36,0.58
u6904201588582723143,1,0,11705,178,76.95,9,9,0.18,1.38,0.66,0.04
u8332912124680334589,1,1125,24138,2907,66.94,45,7,0.65,1.15,0.78,0.6
u7771769479732549835,1,2398,11729,6948,97.57,35,10,1.97,1.59,0.58,0.13
u2985201815837676378,0,2385,0,1961,0.0,27,0,0.14,0.97,0.23,0.99
u7837026144790151376,0,2104,3097,2567,4.67,9,1,0.23,0.75,0.25,0.87
u5498703006371710141,1,370,21483,6301,0.0,8,1,-0.96,0.98,0.52,0.36
u8829216945933877569,0,2381,3016,1013,2.07,7,2,-0.29,0.43,0.09,0.9
u7178618690110333027,0,2500,6286,289,1.1,30,0,-0.12,0.52,0.39,1.07
u2700581281496274849,0,1901,2778,2767,15.62,26,2,0.09,0.14,0.3,0.39
u2580711899431008580,1,1130,131,3419,155.56,37,7,-0.93,1.45,0.82,0.19
u4831332491202570954,0,2667,4232,1704,2.11,10,0,0.75,0.92,0.2,0.6
u1290156763254767757,1,1675,19700,2883,177.54,17,5,-1.36,0.17,0.54,0.08
u1121263000412302151,0,1978,4440,496,11.34,1,1,1.15,0.7,0.52,0.86
u4993497116603985699,0,3250,853,1444,7.34,19,3,-0.61,0.78,0.77,1.06
u3951590507510415886,0,993,1,15,7.79,19,5,0.07,0.32,0.25,0.59
u6107335774835745827,1,789,6070,3641,0.0,14,6,-0.53,1.44,0.87,0.55
u2543200538313014043,0,2221,2743,1188,6.34,17,4,0.23,0.5,0.18,0.25
u2645409233496742525,1,1316,63,1776,56.27,5,3,-1.89,1.08,0.66,0.34
u4156687488527869879,0,169,3043,2617,3.58,13,0,0.48,0.54,0.42,0.44
u9267165947470134691,1,343,343,980,119.68,47,0,0.22,0.81,0.81,0.25
u8227319549345806478,0,2274,2766,0,4.69,28,0,-0.38,0.37,0.27,0.32
u5931009960877670645,1,1140,0,5237,221.73,4,11,-1.11,0.35,0.57,0.39
u9155769887565328003,0,2866,2871,1338,4.77,9,0,0.81,0.26,0.36,0.81
u1794561012461302375,0,2212,3518,596,0.0,20,0,-0.11,0.51,0.2,0.63
u6286090199327463672,1,703,21188,7714,0.0,6,2,0.11,1.88,0.82,0.38
u5705948470496753417,1,1079,18634,5127,183.24,15,4,-1.28,1.29,0.68,0.57
u8655352037336767235,0,922,0,1088,0.02,16,2,0.08,0.51,0.14,0.87
u4504438593837947282,1,565,199,10648,36.55,10,4,-0.85,0.68,0.86,0.47
u5229600698135968335,1,1228,23498,5403,124.53,12,7,-1.13,0.86,0.5,0.32
u6339524658212407662,0,2512,2007,1447,4.45,16,2,-0.04,0.0,0.09,0.0
u6887133501512742119,0,1313,2615,0,4.25,21,0,-0.51,0.36,0.41,0.68
u8210346748252839035,0,2204,5815,0,7.29,10,1,0.27,0.0,0.33,0.41
u9373084077603956650,0,2494,732,642,10.61,9,1,-0.51,0.14,0.02,0.71
u5212500592046424401,0,1072,0,0,3.16,28,2,0.1,0.58,0.06,0.64
u1254436407643624630,1,1022,9,8099,24.47,9,6,0.79,1.03,0.49,0.53
u1181071048524198295,0,2581,328,2014,11.26,14,2,0.71,0.21,0.24,0.23
u5774883732607160535,1,2181,61,7478,121.47,35,0,0.27,0.76,0.59,0.47
u7373221350488204346,1,361,177,3848,106.4,2,7,-0.08,0.67,0.84,0.29
u1630934050441550921,0,1823,2577,977,0.0,23,0,1.34,0.23,0.41,0.7
u5320373311360444914,0,2079,2630,1777,0.25,3,2,0.43,0.09,0.56,0.41
u1197523548396396172,0,1906,0,1926,12.06,18,2,-0.45,1.07,0.1,0.53
u9408794560946830645,0,2168,0,1305,4.46,25,1,-0.44,0.8,0.45,1.1
u2993122137863258691,0,1873,2974,1748,3.37,23,0,0.74,0.7,0.16,0.25
u4779905007013034588,0,2021,3365,0,10.63,15,0,0.49,0.62,0.45,0.78
u2070927306352546138,0,1434,0,406,19.46,32,0,-0.16,0.02,0.19,0.97
u4393457302490040404,0,1876,4116,981,0.82,11,3,0.48,0.52,0.04,0.71
u2631585081131589597,0,1099,4104,2236,0.02,12,3,0.01,0.66,0.16,0.89
u7890151996209622775,1,1126,10,6712,86.61,5,7,0.07,0.88,0.76,0.1
u8616509036753171296,1,1468,345,5933,99.21,49,2,-1.7,0.82,0.72,0.27
u6248234267764780122,1,573,18209,1637,134.77,7,5,1.47,1.0,0.94,0.33
u2909195503350484224,1,709,248,6544,133.21,33,6,0.47,0.63,0.68,0.67
u8336592561132581492,0,1279,4125,1013,0.0,10,1,0.23,0.56,0.13,0.79
u7048227274064312638,1,1157,23689,3351,68.95,10,0,0.74,0.64,0.79,0.41
u8591085688728839963,0,3757,1080,1014,7.12,19,1,0.81,0.16,0.44,0.37
u6647125431904933718,1,923,4498,3270,0.0,0,3,-0.53,1.28,0.9,0.37
u6086315067375025016,1,474,20053,3464,61.12,5,7,0.55,0.66,0.63,0.36
u6067043360078280827,1,1029,24534,3756,4.2,43,6,-1.51,0.47,0.56,0.26
u4032329503808946449,0,2731,4850,612,2.67,25,1,-0.12,0.63,0.43,0.39
u6470682578062046598,0,1134,0,697,0.84,16,0,-0.12,0.17,0.31,0.83
u7680915765281567593,0,2203,5178,847,0.36,24,1,-0.56,0.39,0.14,0.66
u1584424421772354037,1,1008,19861,2292,50.5,11,4,-1.9,0.78,0.56,0.53
u6070632613102120052,0,1605,1229,415,3.24,17,4,0.43,0.31,0.48,1.05
u8099068435472817954,1,126,0,479,96.87,6,5,-0.8,1.07,0.47,0.63
u5152147198475369213,1,2213,117,8926,191.24,2,3,0.82,0.92,0.43,0.43
u7223585063121035679,0,1713,3160,753,6.17,10,0,0.71,0.1,0.51,1.38
u2164057474027306109,0,2892,2044,375,10.67,13,0,0.58,0.26,0.1,0.02
u7875997783376828202,1,848,0,3468,0.19,44,1,-0.57,1.18,0.89,0.13
u3446417142699144969,1,1182,3076,7419,100.62,9,1,-0.48,0.74,0.91,0.54
u9468297566535775485,1,1467,30,9552,55.26,13,1,0.98,0.35,0.49,0.01
u7343031516261223231,1,0,18745,3175,148.27,10,5,-0.47,0.52,0.76,0.3
u3092765513860024358,1,107,22672,2655,127.3,8,1,1.91,0.84,0.74,0.65
u4845653192308232557,0,333,0,710,7.35,13,2,-0.33,0.72,0.45,1.37
u7786515901678044090,1,82,38,4974,236.29,35,4,0.6,0.99,0.87,0.16
u3116987446323128334,1,0,25638,1405,0.0,12,5,-0.71,1.18,0.77,0.21
u7225391714066271690,0,2924,1908,2062,3.36,17,0,1.4,0.39,0.27,0.43
u6921353055782485408,1,520,16324,3460,146.58,2,2,-0.77,1.49,0.74,0.15
u4231357927036067837,0,2672,853,1007,3.44,6,1,1.15,0.95,0.13,1.43
u5036798841269964942,1,1085,13316,5318,172.9,42,5,-0.9,1.01,0.61,0.06
u6354136134195248712,0,2576,1209,983,0.58,14,2,-0.14,0.88,0.74,0.98
u9067046133849736302,1,980,126,0,126.8,7,9,-0.44,1.18,0.93,0.42
u5717513026916019916,1,733,24058,8046,26.15,36,5,-0.46,0.56,0.77,0.5
u7810361830913089422,0,1866,1530,0,5.4,34,0,-1.45,0.27,0.21,0.92
u8712260630498286380,1,46,21488,2589,4.95,40,9,2.8,1.08,0.53,0.13
u2375910012281321504,1,303,11,6552,0.0,31,3,-0.14,0.75,0.73,0.54
u7324126286820965159,0,1524,2359,828,1.29,18,0,1.04,0.47,0.48,0.2
u6390065153406665159,1,251,0,5784,150.54,8,4,0.93,0.47,0.62,0.75
u1936978256365265670,1,0,142,5969,8.26,39,7,-0.68,0.4,0.92,0.35
u1770421836029161406,1,630,12728,2066,240.52,5,5,-1.17,0.41,0.85,0.55
u9203700732156290180,1,622,142,5550,26.8,5,2,0.7,1.46,0.87,0.23
u9065374646090604274,1,912,0,5870,201.12,12,8,-1.63,1.07,0.78,0.08
u2648278106488681745,1,0,0,7586,151.74,6,5,-1.68,0.33,0.75,0.72
u8644193588744384099,1,805,117,0,72.8,53,3,0.19,0.83,0.55,0.24
u2251740649489380241,0,2128,3492,538,0.0,23,1,0.06,0.8,0.31,0.47
u3609458912795292694,1,0,207,4101,18.45,41,4,-1.24,0.46,0.72,0.24
u5401889877894469699,0,1922,1608,272,0.35,21,3,-0.2,0.18,0.37,0.19
u7500309749868634131,0,2087,0,355,1.55,15,1,0.53,0.11,0.18,0.11
u3936674360070615020,1,216,0,9,214.51,47,8,0.11,0.19,0.71,0.7
u9327033020535304047,1,489,206,3428,102.21,35,4,1.31,0.87,0.34,0.07
u2792162332759498150,1,85,110,4651,191.03,4,3,-0.1,1.34,0.76,0.46
u6060676584736913280,1,1368,12427,3948,187.36,58,5,1.14,0.59,0.71,0.34
u5779233034610599017,1,1058,244,900,35.17,47,4,0.27,0.75,0.55,0.34
u1136626815026379038,0,2059,3638,1807,9.27,28,4,-0.19,0.37,0.14,0.06
u5056527662393717672,0,3063,3352,2171,1.56,31,4,-0.06,0.0,0.22,0.81
u8246557582737636330,0,2481,1809,2070,0.06,7,0,1.42,0.9,0.06,0.6
u9537207061924002087,1,886,1848,2386,85.9,11,5,-1.89,0.68,0.76,0.17
u7354173837910518179,1,574,225,3924,0.0,65,3,-1.47,1.58,0.55,0.62
u4686178425530412164,0,1453,3855,0,4.18,15,0,0.7,0.4,0.45,0.23
u4705519943297286199,0,3240,1871,641,0.0,8,1,-0.04,0.23,0.06,0.69
u6153865314918282926,1,557,15954,2771,22.61,0,6,0.59,1.53,0.46,0.53
u4245825372518353949,1,941,181,635,124.3,21,2,1.72,0.5,0.8,0.38
u6974363080364872573,0,2141,2079,1072,8.49,34,2,-0.22,0.7,0.07,0.31
u8755639937708692958,0,0,4840,1309,2.14,11,1,-0.06,0.8,0.37,0.42
u5950465475494973378,1,1543,7,3454,103.96,26,6,-1.13,0.96,0.73,0.55
u8067791539615520963,0,4309,5155,988,7.55,27,0,0.08,0.64,0.14,0.7
u8845359948919972899,1,499,0,1505,31.96,38,0,-1.02,0.96,0.49,0.38
u9781265662918903363,1,943,14078,6108,167.56,15,5,0.15,0.6,0.8,0.66
u3365320127982882575,1,1021,13082,6565,0.0,0,10,0.25,0.84,0.47,0.14
u5327274536307678081,1,800,41791,4722,100.38,4,4,0.6,0.99,0.55,0.81
u5040099260448413396,0,580,3210,1080,0.0,21,2,0.6,0.6,0.4,0.41
u3771534130239211946,0,2771,2244,1329,4.9,5,1,0.23,0.32,0.17,0.51
u8846382411343986317,1,1482,13157,0,161.42,24,6,1.61,1.37,0.9,0.33
u1533343248501452295,1,899,9794,553,66.55,8,5,-0.89,0.63,0.71,0.44
u6988675535778857216,1,189,1755,5107,3.93,8,5,0.05,1.02,0.65,0.35
u3865956596023165983,0,535,0,1266,2.1,5,3,0.98,0.31,0.08,0.52
u2623444981647074913,1,409,4806,4207,127.96,36,3,0.05,0.74,0.43,0.45
u6948374515080995651,1,2025,46,7121,100.25,12,0,-2.13,0.58,0.67,0.04
u2024720781533691209,1,865,174,1228,100.93,7,4,0.54,0.69,0.56,0.32
u2082753385554946274,0,1296,5356,919,6.22,28,2,0.0,1.27,0.43,0.63
u7464206341110394176,0,2381,5848,1616,0.0,20,2,0.44,0.48,0.19,0.74
u7720255860573002195,1,0,19837,6447,112.95,38,7,-0.98,0.73,0.61,0.46
u4159117774495000912,1,744,0,5880,189.2,3,3,-2.11,1.63,0.58,0.73
u8175508355941452425,1,772,17528,1669,73.99,6,10,-0.21,1.44,0.69,0.37
u6789302657848793422,1,1568,31,0,277.52,22,2,-0.33,1.18,0.59,0.67
u9707121260171359072,1,2014,23383,0,143.56,46,4,-0.91,0.0,0.66,0.5
u9382601867331765156,1,295,179,6867,133.83,3,2,1.22,0.59,0.79,0.19
u6009375867706042630,0,2374,1349,209,7.32,19,1,-0.18,0.59,0.11,0.65
u9942255393916384785,1,716,98,3821,117.0,38,6,-0.86,0.78,0.73,0.4
u6701592335931174798,0,1759,960,0,0.0,13,0,-0.24,0.0,0.17,0.8
u8003942941857665718,0,1290,1983,0,4.26,24,0,0.99,0.36,0.14,0.57
u8181001731306829997,1,0,31282,3435,135.25,8,6,1.78,0.33,0.97,0.27
u9516928515733675537,0,1891,2484,2356,3.36,13,1,-0.65,0.59,0.23,0.71
u3967801404439510943,1,1116,0,2175,192.04,0,7,0.61,0.27,0.79,0.81
u2878186822788648306,0,1661,2003,1825,1.76,0,0,0.23,1.11,0.25,1.07
u6198887702815509608,1,2122,425,5007,91.7,18,5,0.72,0.64,0.73,0.75
u1577300776501141590,1,908,0,2568,98.87,8,0,0.91,0.38,0.94,0.63
u4363080414610300229,1,961,1202,2384,159.77,43,7,2.62,1.09,0.77,0.28
u1964895128977195193,1,1223,69,2474,52.32,46,1,-0.26,0.09,0.51,0.21
u5279873965097167065,0,1708,0,931,4.91,19,2,-0.56,0.57,0.18,0.86
u7290645214764097573,1,654,23337,1941,172.62,0,0,0.24,0.74,0.55,0.69
u4880636306336382332,1,1431,23093,1374,0.0,12,7,1.67,0.93,0.88,0.28
u3293735682277398920,0,2177,5304,0,6.74,27,2,1.05,0.61,0.58,0.27
u7635785999056887547,0,2899,6845,402,4.83,18,2,0.12,0.39,0.49,0.4
u9287388570530369069,0,1949,0,1342,11.01,3,2,-0.79,0.91,0.06,0.76
u7330221584790372629,1,1959,10714,5642,172.49,30,6,1.45,0.78,0.72,0.24
u8265581560676538067,0,1704,759,0,4.97,20,0,-0.6,0.87,0.61,0.77
u3838745539676320528,1,0,286,4340,0.0,10,4,0.75,1.97,0.78,0.41
u6557220954156410991,0,1416,5160,2291,2.17,20,0,0.11,0.51,0.11,0.07
u9767375999779390703,1,241,14442,7274,62.21,21,7,1.37,1.73,0.52,0.21
u7926172555161858802,0,1507,4320,259,4.2,6,0,0.74,0.42,0.05,0.33
u5894955120638810872,1,1283,263,4451,126.92,6,3,0.13,1.3,0.64,0.01
u6913488791236105146,1,148,0,4307,74.14,55,2,-1.69,0.53,0.89,0.09
u4168579031670240628,1,821,31858,2671,111.26,14,3,-0.52,0.45,0.53,0.26
u8449472829677583683,0,2142,2069,676,8.09,5,2,0.37,0.65,0.13,0.65
u4880799025302016900,0,796,2776,0,2.01,20,1,-0.32,0.54,0.29,0.39
u8536076446386177733,1,1857,20665,1658,96.49,31,6,1.56,1.17,0.88,0.23
u4709499060240238202,0,444,5438,0,6.8,7,5,0.19,0.54,0.56,0.98
u1058343895258893247,0,600,3776,915,7.42,12,2,0.13,0.62,0.72,0.76
u8874863649416299281,0,1959,2042,1487,0.0,20,0,0.06,0.13,0.23,0.61
u2949506426936548727,1,1248,197,4636,94.37,4,8,-1.53,0.41,0.58,0.44
u4083488729762259067,0,1833,0,1993,5.53,14,2,-0.44,0.99,0.25,0.1
u9464866081644574680,0,2051,2683,0,4.61,25,2,-0.23,0.62,0.18,0.08
u7883114913837185466,0,1449,3590,261,7.15,34,2,-0.76,0.5,0.37,1.31
u2620469053913067376,0,1051,3018,1791,1.32,13,1,0.83,0.67,0.18,0.39
